num_date_time,answer
2_20220829 03,1182.1412982940674
2_20220829 04,1176.939603805542
2_20220829 05,1179.4773540496826
2_20220829 06,1124.7297954559326
2_20220829 07,1075.4248542785645
2_20220829 08,1202.2917308807373
2_20220829 09,1285.1650276184082
2_20220829 10,1521.1199913024902
2_20220829 11,1493.2857131958008
2_20220829 12,1375.952823638916
2_20220829 13,1502.0871696472168
2_20220829 14,1427.3608665466309
2_20220829 15,1447.8494338989258
2_20220829 16,1447.9927978515625
2_20220829 17,1346.0997772216797
2_20220829 18,1320.2920093536377
2_20220829 19,1365.918857574463
2_20220829 20,1265.7465286254883
2_20220829 21,1043.244773864746
2_20220829 22,753.4327278137207
2_20220829 23,1194.8858242034912
2_20220830 00,1171.3928966522217
2_20220830 01,1175.7051277160645
2_20220830 02,1205.001392364502
2_20220830 03,1137.4270133972168
2_20220830 04,978.7960109710694
2_20220830 05,904.7563781738281
2_20220830 06,865.0107307434082
2_20220830 07,952.5232906341553
2_20220830 08,1639.250991821289
2_20220830 09,1964.1016960144043
2_20220830 10,2160.0444564819336
2_20220830 11,2121.5665550231934
2_20220830 12,2102.0428581237793
2_20220830 13,2199.471611022949
2_20220830 14,2230.2416191101074
2_20220830 15,2265.8818550109863
2_20220830 16,2248.525478363037
2_20220830 17,2233.2014350891113
2_20220830 18,2189.334762573242
2_20220830 19,1902.4354972839355
2_20220830 20,1730.1334419250488
2_20220830 21,1368.7575492858887
2_20220830 22,913.2103214263916
2_20220830 23,1268.8026065826416
2_20220831 00,1232.2326641082764
2_20220831 01,1202.6477546691895
2_20220831 02,1206.4486351013184
2_20220831 03,1168.2327690124512
2_20220831 04,1155.7549629211426
2_20220831 05,1156.2283782958984
2_20220831 06,1159.6497421264648
2_20220831 07,1159.5182456970215
2_20220831 08,1672.1858825683594
2_20220831 09,1959.1214599609373
2_20220831 10,2247.831928253174
2_20220831 11,2160.447856903076
2_20220831 12,2105.850311279297
2_20220831 13,2205.330825805664
2_20220831 14,2221.496726989746
2_20220831 15,2222.7303581237793
2_20220831 16,2239.5113067626953
2_20220831 17,2149.495018005371
2_20220831 18,1991.931739807129
2_20220831 19,1844.0232849121094
2_20220831 20,1724.4244956970215
2_20220831 21,1302.3717193603516
2_20220831 22,976.9478149414062
2_20220831 23,1274.4125175476074
3_20220825 00,991.4767532348633
3_20220825 01,1020.0140171051025
3_20220825 02,996.2164115905762
3_20220825 03,941.2716751098633
3_20220825 04,922.7672939300537
3_20220825 05,924.5509738922119
3_20220825 06,916.5539398193359
3_20220825 07,1042.5182037353516
3_20220825 08,1149.8691730499268
3_20220825 09,1267.6244010925293
3_20220825 10,1356.5079917907715
3_20220825 11,1382.5717658996582
3_20220825 12,1428.2397651672363
3_20220825 13,1584.756950378418
3_20220825 14,1611.9054679870605
3_20220825 15,1833.1733627319336
3_20220825 16,1899.7028999328613
3_20220825 17,2008.836166381836
3_20220825 18,2316.130325317383
3_20220825 19,2450.746162414551
3_20220825 20,2462.2915077209473
3_20220825 21,1990.0593032836914
3_20220825 22,1252.9805068969727
3_20220825 23,966.81103515625
3_20220826 00,1003.5634784698486
3_20220826 01,987.46510887146
3_20220826 02,959.2234592437744
3_20220826 03,923.88059425354
3_20220826 04,901.66748046875
3_20220826 05,946.1290035247803
3_20220826 06,940.4972629547119
3_20220826 07,1047.8983821868896
3_20220826 08,1122.8870964050293
3_20220826 09,1263.619520187378
3_20220826 10,1328.288730621338
3_20220826 11,1394.8023681640625
3_20220826 12,1433.7414054870605
3_20220826 13,1568.5059356689453
3_20220826 14,1724.8162651062012
3_20220826 15,1929.2745666503906
3_20220826 16,1983.1918716430664
3_20220826 17,2032.0170707702637
3_20220826 18,2496.6198234558105
3_20220826 19,2597.182559967041
3_20220826 20,2448.745979309082
3_20220826 21,2024.3643226623535
3_20220826 22,1290.0054168701172
3_20220826 23,1022.9258632659913
3_20220827 00,969.9103775024414
3_20220827 01,992.8264503479004
3_20220827 02,959.7909908294678
3_20220827 03,947.2689247131348
3_20220827 04,885.3681087493896
3_20220827 05,890.3509387969971
3_20220827 06,866.7648773193359
3_20220827 07,941.5941581726074
3_20220827 08,1009.4871025085447
3_20220827 09,1117.10498046875
3_20220827 10,1223.7486476898193
3_20220827 11,1289.3140926361084
3_20220827 12,1425.5993270874023
3_20220827 13,1581.4235496520996
3_20220827 14,1750.3246803283691
3_20220827 15,1939.7664604187012
3_20220827 16,2034.788345336914
3_20220827 17,2268.974323272705
3_20220827 18,2521.5125007629395
3_20220827 19,2554.756034851074
3_20220827 20,2341.009792327881
3_20220827 21,2021.7465934753418
3_20220827 22,1321.692289352417
3_20220827 23,1048.5848770141602
3_20220828 00,1027.923568725586
3_20220828 01,1036.9013786315918
3_20220828 02,995.6213207244872
3_20220828 03,978.0323238372803
3_20220828 04,933.5529956817627
3_20220828 05,915.6632614135742
3_20220828 06,920.8601474761964
3_20220828 07,953.3401489257812
3_20220828 08,977.8578186035156
3_20220828 09,1079.8954696655273
3_20220828 10,1234.4234466552734
3_20220828 11,1290.8141822814941
3_20220828 12,1379.2966117858887
3_20220828 13,1513.0198707580566
3_20220828 14,1629.4707260131836
3_20220828 15,1846.466152191162
3_20220828 16,1920.8320617675781
3_20220828 17,2031.7160339355469
3_20220828 18,2332.3173828125
3_20220828 19,2279.0719299316406
3_20220828 20,2024.8484344482422
3_20220828 21,1682.2470054626465
3_20220828 22,1287.2151546478271
3_20220828 23,1052.875108718872
3_20220829 00,1053.4050312042236
3_20220829 01,1050.8733444213867
3_20220829 02,1043.4397258758545
3_20220829 03,984.5495319366455
3_20220829 04,963.0931396484375
3_20220829 05,972.4626216888428
3_20220829 06,947.4987106323242
3_20220829 07,1047.935136795044
3_20220829 08,1118.6602745056152
3_20220829 09,1290.6735363006592
3_20220829 10,1314.2128143310547
3_20220829 11,1259.5110187530518
3_20220829 12,1254.6817417144775
3_20220829 13,1231.7451915740967
3_20220829 14,1216.310230255127
3_20220829 15,1236.6949195861816
3_20220829 16,1253.4483585357666
3_20220829 17,1106.3152904510498
3_20220829 18,1174.5735549926758
3_20220829 19,1252.5710945129395
3_20220829 20,1174.1065406799316
3_20220829 21,1024.0731658935547
3_20220829 22,921.8722229003906
3_20220829 23,876.8839511871338
3_20220830 00,934.7065887451172
3_20220830 01,936.3792610168456
3_20220830 02,905.824031829834
3_20220830 03,875.7153968811035
3_20220830 04,890.5620861053467
3_20220830 05,890.2087841033936
3_20220830 06,917.8786163330078
3_20220830 07,1050.5666961669922
3_20220830 08,1200.9239616394043
3_20220830 09,1327.4608631134033
3_20220830 10,1463.7549438476562
3_20220830 11,1497.7031440734863
3_20220830 12,1476.348300933838
3_20220830 13,1628.7789459228516
3_20220830 14,1646.0193367004395
3_20220830 15,1652.6637268066406
3_20220830 16,1676.122703552246
3_20220830 17,1575.3200187683105
3_20220830 18,1520.142219543457
3_20220830 19,1450.2622909545898
3_20220830 20,1426.2899589538574
3_20220830 21,1238.6487369537354
3_20220830 22,978.0301818847656
3_20220830 23,900.8243808746338
3_20220831 00,965.7836933135986
3_20220831 01,941.9201183319092
3_20220831 02,942.0436687469482
3_20220831 03,895.6349334716797
3_20220831 04,867.8336486816406
3_20220831 05,884.4708099365234
3_20220831 06,890.5110111236572
3_20220831 07,982.7756977081299
3_20220831 08,1105.4815006256104
3_20220831 09,1260.5593280792236
3_20220831 10,1390.5559272766113
3_20220831 11,1432.1671257019043
3_20220831 12,1495.821201324463
3_20220831 13,1585.7122688293457
3_20220831 14,1741.0497093200684
3_20220831 15,1758.5948181152344
3_20220831 16,1831.3438186645508
3_20220831 17,1994.116512298584
3_20220831 18,2230.724308013916
3_20220831 19,2339.3724212646484
3_20220831 20,2318.5871810913086
3_20220831 21,1801.6192245483398
3_20220831 22,1212.6291618347168
3_20220831 23,1009.5979480743408
4_20220825 00,693.7375679016113
4_20220825 01,701.320255279541
4_20220825 02,703.4894256591797
4_20220825 03,697.2085285186768
4_20220825 04,704.4585304260254
4_20220825 05,702.3587589263916
4_20220825 06,744.9841384887695
4_20220825 07,863.3560485839844
4_20220825 08,1068.2801609039307
4_20220825 09,1239.007360458374
4_20220825 10,1344.5432205200195
4_20220825 11,1367.431411743164
4_20220825 12,1346.9831466674805
4_20220825 13,1299.7385292053223
4_20220825 14,1252.7876682281494
4_20220825 15,1260.3988304138184
4_20220825 16,1221.332447052002
4_20220825 17,1128.788028717041
4_20220825 18,985.1288909912109
4_20220825 19,873.4569149017334
4_20220825 20,798.0220947265625
4_20220825 21,739.4584121704102
4_20220825 22,761.8887577056885
4_20220825 23,716.0353584289551
4_20220826 00,688.6357879638672
4_20220826 01,678.2008571624756
4_20220826 02,676.9303512573242
4_20220826 03,680.0854816436768
4_20220826 04,672.6118564605713
4_20220826 05,699.3658218383789
4_20220826 06,766.3038959503174
4_20220826 07,860.3571109771729
4_20220826 08,1052.767629623413
4_20220826 09,1255.946783065796
4_20220826 10,1351.9180335998535
4_20220826 11,1379.6102752685547
4_20220826 12,1378.4968299865723
4_20220826 13,1370.3817329406738
4_20220826 14,1343.2524490356445
4_20220826 15,1349.582145690918
4_20220826 16,1290.1965370178223
4_20220826 17,1156.1037368774414
4_20220826 18,987.0739784240723
4_20220826 19,858.7245559692383
4_20220826 20,830.919641494751
4_20220826 21,772.6925029754639
4_20220826 22,745.7172985076904
4_20220826 23,709.9194927215576
4_20220827 00,694.5281066894531
4_20220827 01,690.714563369751
4_20220827 02,662.149432182312
4_20220827 03,677.1427402496338
4_20220827 04,669.5704727172852
4_20220827 05,699.6939105987549
4_20220827 06,736.2560749053955
4_20220827 07,852.5238513946533
4_20220827 08,1028.1181335449219
4_20220827 09,1203.3983879089355
4_20220827 10,1282.6917266845703
4_20220827 11,1286.7421894073486
4_20220827 12,1316.2488594055176
4_20220827 13,1286.6473350524902
4_20220827 14,1265.1046390533447
4_20220827 15,1254.1827201843262
4_20220827 16,1221.708351135254
4_20220827 17,1127.8014125823975
4_20220827 18,978.422737121582
4_20220827 19,841.7069664001465
4_20220827 20,804.4670066833496
4_20220827 21,739.9527969360352
4_20220827 22,722.7903442382812
4_20220827 23,691.7619667053223
4_20220828 00,679.9002170562744
4_20220828 01,686.3353385925293
4_20220828 02,691.7826023101807
4_20220828 03,701.4326248168945
4_20220828 04,708.0787010192871
4_20220828 05,707.9574890136719
4_20220828 06,773.436107635498
4_20220828 07,871.0601902008057
4_20220828 08,1034.1318988800049
4_20220828 09,1178.1671543121338
4_20220828 10,1282.0898475646973
4_20220828 11,1304.8305530548096
4_20220828 12,1316.0345077514648
4_20220828 13,1300.1015930175781
4_20220828 14,1278.655632019043
4_20220828 15,1296.1974773406982
4_20220828 16,1260.7102375030518
4_20220828 17,1163.5112400054932
4_20220828 18,980.146614074707
4_20220828 19,830.330322265625
4_20220828 20,795.7091236114502
4_20220828 21,753.8702735900879
4_20220828 22,747.9931449890137
4_20220828 23,728.2660102844238
4_20220829 00,701.7367401123047
4_20220829 01,690.4579181671143
4_20220829 02,692.1657562255859
4_20220829 03,704.8201713562012
4_20220829 04,701.6650581359863
4_20220829 05,714.9561748504639
4_20220829 06,772.5958309173584
4_20220829 07,889.2657508850098
4_20220829 08,1065.5311489105225
4_20220829 09,1213.9650344848633
4_20220829 10,1308.2972812652588
4_20220829 11,1321.7539920806885
4_20220829 12,1319.0886726379395
4_20220829 13,1301.1486148834229
4_20220829 14,1284.2939834594727
4_20220829 15,1296.8950462341309
4_20220829 16,1226.6587238311768
4_20220829 17,1149.1296653747559
4_20220829 18,1009.1624774932861
4_20220829 19,899.3695678710938
4_20220829 20,845.3879470825195
4_20220829 21,787.7419052124023
4_20220829 22,762.9930000305176
4_20220829 23,731.5237846374512
4_20220830 00,693.0928716659546
4_20220830 01,689.7076797485352
4_20220830 02,700.8103656768799
4_20220830 03,718.6540374755859
4_20220830 04,716.9890995025635
4_20220830 05,726.3493347167969
4_20220830 06,799.7045936584473
4_20220830 07,884.6393585205078
4_20220830 08,1070.6554145812988
4_20220830 09,1206.2363967895508
4_20220830 10,1292.4917240142822
4_20220830 11,1310.6459999084473
4_20220830 12,1281.6659049987793
4_20220830 13,1288.435173034668
4_20220830 14,1252.7697296142578
4_20220830 15,1239.2629470825195
4_20220830 16,1204.5396785736084
4_20220830 17,1122.717041015625
4_20220830 18,1000.2660388946533
4_20220830 19,875.8443298339844
4_20220830 20,842.1423568725586
4_20220830 21,787.1335163116455
4_20220830 22,755.9868392944336
4_20220830 23,739.107723236084
4_20220831 00,709.291431427002
4_20220831 01,691.5911264419556
4_20220831 02,705.0790634155273
4_20220831 03,706.2980003356934
4_20220831 04,705.3627910614014
4_20220831 05,715.4833717346191
4_20220831 06,771.6817264556885
4_20220831 07,864.0852947235107
4_20220831 08,1044.1824951171875
4_20220831 09,1208.693977355957
4_20220831 10,1309.8947219848633
4_20220831 11,1353.4296607971191
4_20220831 12,1352.6580429077148
4_20220831 13,1324.783046722412
4_20220831 14,1299.8809928894043
4_20220831 15,1285.6882934570312
4_20220831 16,1247.627727508545
4_20220831 17,1132.0673637390137
4_20220831 18,977.3195648193359
4_20220831 19,883.3807373046875
4_20220831 20,839.1442432403564
4_20220831 21,777.6619873046875
4_20220831 22,759.0813903808594
4_20220831 23,740.3939151763916
5_20220825 00,1916.3572082519531
5_20220825 01,1876.3521919250488
5_20220825 02,1921.1824493408203
5_20220825 03,1885.2710723876953
5_20220825 04,1854.3356971740723
5_20220825 05,1954.435863494873
5_20220825 06,2010.4968757629395
5_20220825 07,2209.342487335205
5_20220825 08,2744.1669387817383
5_20220825 09,3157.675193786621
5_20220825 10,3212.3441619873047
5_20220825 11,3207.1638946533203
5_20220825 12,3250.404136657715
5_20220825 13,3323.9150390625
5_20220825 14,3231.7533111572266
5_20220825 15,3178.7370834350586
5_20220825 16,2882.523277282715
5_20220825 17,2595.560104370117
5_20220825 18,2073.1303062438965
5_20220825 19,1827.939453125
5_20220825 20,1728.8331451416016
5_20220825 21,1589.4829139709473
5_20220825 22,1538.5311584472656
5_20220825 23,1514.8650817871094
5_20220826 00,1908.2425270080566
5_20220826 01,1920.1917304992678
5_20220826 02,1896.58695602417
5_20220826 03,1871.5065002441406
5_20220826 04,1889.5223960876465
5_20220826 05,1956.5033264160156
5_20220826 06,1979.4971771240234
5_20220826 07,2202.421340942383
5_20220826 08,2916.6789932250977
5_20220826 09,3496.024856567383
5_20220826 10,3830.7658157348633
5_20220826 11,4821.709861755371
5_20220826 12,5506.89599609375
5_20220826 13,5557.668594360352
5_20220826 14,5319.514312744141
5_20220826 15,5547.102615356445
5_20220826 16,5524.860290527344
5_20220826 17,5317.821426391602
5_20220826 18,5043.330253601074
5_20220826 19,5262.485710144043
5_20220826 20,5239.926246643066
5_20220826 21,2949.9884033203125
5_20220826 22,1761.9185752868652
5_20220826 23,1647.0125427246094
5_20220827 00,2107.0655937194824
5_20220827 01,2070.919376373291
5_20220827 02,2066.436794281006
5_20220827 03,2022.823631286621
5_20220827 04,2021.0005149841309
5_20220827 05,2047.5782089233398
5_20220827 06,2050.431427001953
5_20220827 07,2191.921672821045
5_20220827 08,3041.2322845458984
5_20220827 09,3692.180976867676
5_20220827 10,3858.259536743164
5_20220827 11,5215.98583984375
5_20220827 12,6016.568023681641
5_20220827 13,6009.237991333008
5_20220827 14,5982.100860595703
5_20220827 15,6016.1435546875
5_20220827 16,5991.018585205078
5_20220827 17,5961.128524780273
5_20220827 18,5164.837005615234
5_20220827 19,5700.199279785156
5_20220827 20,5805.324615478516
5_20220827 21,3160.687057495117
5_20220827 22,1692.3311653137207
5_20220827 23,1595.603427886963
5_20220828 00,1782.4387588500977
5_20220828 01,1780.8170852661133
5_20220828 02,1762.2439613342285
5_20220828 03,1787.756908416748
5_20220828 04,1800.0822715759277
5_20220828 05,1887.3266983032227
5_20220828 06,1995.0246772766113
5_20220828 07,2452.8770027160645
5_20220828 08,4539.401191711426
5_20220828 09,6106.021499633789
5_20220828 10,6236.103332519531
5_20220828 11,6158.858352661133
5_20220828 12,6240.843780517578
5_20220828 13,6264.96418762207
5_20220828 14,6255.843536376953
5_20220828 15,6167.649154663086
5_20220828 16,6040.448638916016
5_20220828 17,5686.496841430664
5_20220828 18,3217.9705123901367
5_20220828 19,2250.3028984069824
5_20220828 20,1902.7787780761716
5_20220828 21,1725.718662261963
5_20220828 22,1642.4460525512695
5_20220828 23,1631.2961235046387
5_20220829 00,1931.8083839416504
5_20220829 01,1925.4787521362305
5_20220829 02,1921.302890777588
5_20220829 03,1895.3247528076172
5_20220829 04,1870.2126693725586
5_20220829 05,1885.538631439209
5_20220829 06,1876.307472229004
5_20220829 07,1909.6132736206052
5_20220829 08,2045.2955665588381
5_20220829 09,2138.9383583068848
5_20220829 10,2156.3786811828613
5_20220829 11,2128.915500640869
5_20220829 12,2132.017436981201
5_20220829 13,2167.5641860961914
5_20220829 14,1921.9402961730957
5_20220829 15,1898.7195129394531
5_20220829 16,1928.4308891296387
5_20220829 17,1934.0204544067383
5_20220829 18,1836.6764221191406
5_20220829 19,1753.1206970214844
5_20220829 20,1675.6834983825684
5_20220829 21,1622.8876190185547
5_20220829 22,1547.2544174194336
5_20220829 23,1544.966999053955
5_20220830 00,1856.1128158569336
5_20220830 01,1883.0014038085938
5_20220830 02,1898.8825073242188
5_20220830 03,1884.7797927856445
5_20220830 04,1817.8381118774414
5_20220830 05,1819.5082092285156
5_20220830 06,1892.5836410522459
5_20220830 07,1953.9333763122559
5_20220830 08,2095.4742698669434
5_20220830 09,2284.425121307373
5_20220830 10,2306.259075164795
5_20220830 11,2346.3397331237793
5_20220830 12,2367.345634460449
5_20220830 13,2361.924144744873
5_20220830 14,2106.7304458618164
5_20220830 15,2078.4377479553223
5_20220830 16,2064.5132064819336
5_20220830 17,2026.5250549316404
5_20220830 18,1895.6783332824707
5_20220830 19,1770.4754447937012
5_20220830 20,1695.1671752929688
5_20220830 21,1610.920612335205
5_20220830 22,1538.6787376403809
5_20220830 23,1538.4023704528809
5_20220831 00,1819.76566696167
5_20220831 01,1878.972038269043
5_20220831 02,1820.4483184814453
5_20220831 03,1835.968921661377
5_20220831 04,1825.7331008911133
5_20220831 05,1900.2012901306152
5_20220831 06,1942.6440887451172
5_20220831 07,2121.323043823242
5_20220831 08,2555.025505065918
5_20220831 09,2768.137321472168
5_20220831 10,2864.3387451171875
5_20220831 11,3029.197799682617
5_20220831 12,2975.421241760254
5_20220831 13,3003.7812881469727
5_20220831 14,2955.734573364258
5_20220831 15,2872.4879455566406
5_20220831 16,2706.2979049682617
5_20220831 17,2526.7661361694336
5_20220831 18,2064.5305709838867
5_20220831 19,1853.4875869750977
5_20220831 20,1744.5923156738281
5_20220831 21,1586.0899772644043
5_20220831 22,1507.4623565673828
5_20220831 23,1511.3386459350586
6_20220825 00,1181.3065662384033
6_20220825 01,1032.169439315796
6_20220825 02,1011.2708072662354
6_20220825 03,1000.5842723846436
6_20220825 04,990.7685050964355
6_20220825 05,1039.5472793579102
