,Product_id,Product_category_name,Product_weight_g,Product_length_cm,Product_height_cm,Product_width_cm
31,PRODUCT_00031,sports_leisure,1388.0,34.0,9.0,31.0
32,PRODUCT_00032,baby,7950.0,33.0,30.0,44.0
33,PRODUCT_00033,automotive,6000.0,87.0,3.0,42.0
34,PRODUCT_00034,electronics,263.0,18.0,12.0,16.0
35,PRODUCT_00035,furniture_decor,600.0,25.0,25.0,25.0
36,PRODUCT_00036,toys,725.0,22.0,17.0,15.0
37,PRODUCT_00037,bed_bath_table,6350.0,45.0,15.0,35.0
38,PRODUCT_00038,baby,600.0,70.0,11.0,11.0
39,PRODUCT_00039,cool_stuff,11750.0,18.0,40.0,79.0
40,PRODUCT_00040,toys,2550.0,22.0,32.0,38.0
41,PRODUCT_00041,cool_stuff,15350.0,47.0,40.0,47.0
42,PRODUCT_00042,furniture_decor,1300.0,25.0,16.0,25.0
43,PRODUCT_00043,furniture_decor,850.0,69.0,11.0,11.0
44,PRODUCT_00044,health_beauty,1300.0,19.0,28.0,17.0
45,PRODUCT_00045,cool_stuff,1300.0,36.0,16.0,24.0
46,PRODUCT_00046,automotive,220.0,18.0,14.0,17.0
47,PRODUCT_00047,baby,5700.0,41.0,17.0,49.0
48,PRODUCT_00048,luggage_accessories,450.0,20.0,40.0,30.0
49,PRODUCT_00049,fashion_shoes,2000.0,32.0,12.0,37.0
50,PRODUCT_00050,telephony,100.0,19.0,3.0,11.0
51,PRODUCT_00051,cool_stuff,1100.0,30.0,20.0,23.0
52,PRODUCT_00052,stationery,1400.0,38.0,40.0,39.0
53,PRODUCT_00053,toys,250.0,20.0,14.0,12.0
54,PRODUCT_00054,sports_leisure,1050.0,25.0,20.0,14.0
55,PRODUCT_00055,stationery,500.0,24.0,7.0,16.0
56,PRODUCT_00056,health_beauty,1467.0,23.0,16.0,20.0
57,PRODUCT_00057,fashion_bags_accessories,100.0,16.0,5.0,11.0
58,PRODUCT_00058,stationery,100.0,16.0,5.0,16.0
59,PRODUCT_00059,stationery,300.0,23.0,7.0,15.0
60,PRODUCT_00060,garden_tools,250.0,17.0,3.0,11.0
61,PRODUCT_00061,pcs,12000.0,27.0,50.0,53.0
62,PRODUCT_00062,automotive,921.0,17.0,9.0,16.0
63,PRODUCT_00063,home_construction,10000.0,60.0,25.0,25.0
64,PRODUCT_00064,watches_gifts,250.0,16.0,11.0,11.0
65,PRODUCT_00065,cool_stuff,1200.0,44.0,20.0,20.0
66,PRODUCT_00066,construction_tools_construction,4800.0,25.0,8.0,25.0
67,PRODUCT_00067,pet_shop,700.0,40.0,20.0,20.0
68,PRODUCT_00068,small_appliances,350.0,20.0,20.0,20.0
69,PRODUCT_00069,perfumery,422.0,21.0,16.0,18.0
70,PRODUCT_00070,watches_gifts,317.0,19.0,13.0,16.0
71,PRODUCT_00071,agro_industry_and_commerce,16400.0,63.0,66.0,56.0
72,PRODUCT_00072,health_beauty,938.0,29.0,22.0,23.0
73,PRODUCT_00073,health_beauty,2700.0,21.0,16.0,31.0
74,PRODUCT_00074,bed_bath_table,1750.0,30.0,18.0,30.0
75,PRODUCT_00075,garden_tools,3850.0,29.0,12.0,24.0
76,PRODUCT_00076,perfumery,267.0,17.0,13.0,17.0
77,PRODUCT_00077,musical_instruments,16200.0,55.0,40.0,40.0
78,PRODUCT_00078,bed_bath_table,1400.0,38.0,9.0,27.0
79,PRODUCT_00079,bed_bath_table,6450.0,100.0,10.0,11.0
80,PRODUCT_00080,furniture_decor,2300.0,105.0,3.0,70.0
81,PRODUCT_00081,computers_accessories,300.0,25.0,8.0,18.0
82,PRODUCT_00082,sports_leisure,600.0,50.0,10.0,12.0
83,PRODUCT_00083,health_beauty,150.0,20.0,24.0,33.0
84,PRODUCT_00084,sports_leisure,400.0,16.0,4.0,11.0
85,PRODUCT_00085,telephony,100.0,18.0,6.0,11.0
86,PRODUCT_00086,furniture_decor,800.0,53.0,8.0,20.0
87,PRODUCT_00087,automotive,5250.0,47.0,19.0,23.0
88,PRODUCT_00088,automotive,200.0,35.0,4.0,26.0
89,PRODUCT_00089,watches_gifts,335.0,17.0,11.0,12.0
90,PRODUCT_00090,bed_bath_table,1300.0,50.0,12.0,12.0
91,PRODUCT_00091,furniture_decor,150.0,35.0,2.0,25.0
92,PRODUCT_00092,computers_accessories,367.0,16.0,4.0,11.0
93,PRODUCT_00093,watches_gifts,250.0,16.0,2.0,11.0
94,PRODUCT_00094,baby,2150.0,42.0,25.0,15.0
95,PRODUCT_00095,Unknown,650.0,17.0,14.0,12.0
96,PRODUCT_00096,sports_leisure,150.0,16.0,5.0,11.0
97,PRODUCT_00097,bed_bath_table,650.0,27.0,10.0,22.0
98,PRODUCT_00098,small_appliances,2700.0,20.0,26.0,32.0
99,PRODUCT_00099,home_utilities,1200.0,23.0,22.0,16.0
100,PRODUCT_00100,living_room_furniture,6050.0,55.0,10.0,46.0
101,PRODUCT_00101,sports_leisure,150.0,16.0,6.0,11.0
102,PRODUCT_00102,home_construction,1050.0,16.0,20.0,16.0
103,PRODUCT_00103,pet_shop,1350.0,23.0,7.0,30.0
104,PRODUCT_00104,home_utilities,600.0,36.0,6.0,19.0
105,PRODUCT_00105,furniture_decor,1000.0,30.0,18.0,18.0
106,PRODUCT_00106,bed_bath_table,1550.0,43.0,8.0,33.0
107,PRODUCT_00107,bed_bath_table,2700.0,45.0,13.0,35.0
108,PRODUCT_00108,perfumery,377.0,18.0,13.0,15.0
109,PRODUCT_00109,sports_leisure,400.0,45.0,22.0,43.0
110,PRODUCT_00110,air_conditioning,2000.0,32.0,51.0,16.0
111,PRODUCT_00111,fashion_bags_accessories,300.0,16.0,2.0,11.0
112,PRODUCT_00112,furniture_decor,250.0,26.0,14.0,14.0
113,PRODUCT_00113,sports_leisure,1950.0,60.0,15.0,15.0
114,PRODUCT_00114,telephony,500.0,16.0,15.0,11.0
115,PRODUCT_00115,Unknown,300.0,16.0,7.0,20.0
116,PRODUCT_00116,arts,7900.0,70.0,15.0,70.0
117,PRODUCT_00117,garden_tools,900.0,37.0,3.0,23.0
118,PRODUCT_00118,fashion_bags_accessories,200.0,16.0,2.0,11.0
119,PRODUCT_00119,consoles_games,250.0,21.0,7.0,15.0
120,PRODUCT_00120,home_utilities,550.0,16.0,25.0,12.0
121,PRODUCT_00121,luggage_accessories,1100.0,39.0,12.0,28.0
122,PRODUCT_00122,consoles_games,100.0,16.0,3.0,11.0
123,PRODUCT_00123,sports_leisure,150.0,16.0,18.0,16.0
124,PRODUCT_00124,sports_leisure,3775.0,18.0,13.0,16.0
125,PRODUCT_00125,cool_stuff,1400.0,25.0,20.0,20.0
126,PRODUCT_00126,consoles_games,900.0,22.0,7.0,18.0
127,PRODUCT_00127,watches_gifts,250.0,20.0,12.0,20.0
128,PRODUCT_00128,toys,350.0,21.0,9.0,16.0
129,PRODUCT_00129,Unknown,200.0,20.0,20.0,20.0
130,PRODUCT_00130,baby,1800.0,18.0,32.0,27.0
131,PRODUCT_00131,automotive,27100.0,50.0,50.0,50.0
132,PRODUCT_00132,home_appliances,1500.0,65.0,8.0,38.0
133,PRODUCT_00133,watches_gifts,500.0,16.0,11.0,11.0
134,PRODUCT_00134,bed_bath_table,350.0,16.0,10.0,16.0
135,PRODUCT_00135,automotive,500.0,16.0,12.0,17.0
136,PRODUCT_00136,sports_leisure,1000.0,20.0,20.0,20.0
137,PRODUCT_00137,Unknown,18500.0,41.0,30.0,41.0
138,PRODUCT_00138,toys,300.0,24.0,11.0,24.0
139,PRODUCT_00139,health_beauty,250.0,16.0,2.0,20.0
140,PRODUCT_00140,health_beauty,10700.0,40.0,40.0,40.0
141,PRODUCT_00141,home_utilities,1700.0,32.0,21.0,22.0
142,PRODUCT_00142,sports_leisure,5200.0,20.0,60.0,35.0
143,PRODUCT_00143,telephony,125.0,17.0,10.0,14.0
144,PRODUCT_00144,office_furniture,15700.0,58.0,28.0,58.0
145,PRODUCT_00145,watches_gifts,350.0,16.0,11.0,11.0
146,PRODUCT_00146,sports_leisure,213.0,16.0,10.0,13.0
147,PRODUCT_00147,fashion_bags_accessories,150.0,16.0,11.0,11.0
148,PRODUCT_00148,home_utilities,850.0,18.0,21.0,15.0
149,PRODUCT_00149,home_construction,1050.0,16.0,20.0,16.0
150,PRODUCT_00150,fashion_bags_accessories,200.0,16.0,9.0,11.0
151,PRODUCT_00151,home_utilities,300.0,16.0,15.0,11.0
152,PRODUCT_00152,computers_accessories,200.0,23.0,9.0,13.0
153,PRODUCT_00153,sports_leisure,800.0,20.0,25.0,25.0
154,PRODUCT_00154,stationery,200.0,24.0,7.0,14.0
155,PRODUCT_00155,sports_leisure,698.0,46.0,10.0,14.0
156,PRODUCT_00156,telephony,350.0,17.0,4.0,12.0
157,PRODUCT_00157,books_general_interest,1000.0,24.0,5.0,17.0
158,PRODUCT_00158,computers_accessories,783.0,21.0,13.0,28.0
159,PRODUCT_00159,perfumery,600.0,20.0,20.0,20.0
160,PRODUCT_00160,toys,11650.0,55.0,30.0,30.0
161,PRODUCT_00161,toys,3050.0,40.0,10.0,40.0
162,PRODUCT_00162,telephony,100.0,16.0,3.0,11.0
163,PRODUCT_00163,garden_tools,16500.0,40.0,25.0,26.0
164,PRODUCT_00164,fashion_underwear_beachwear,250.0,36.0,4.0,20.0
165,PRODUCT_00165,luggage_accessories,2300.0,84.0,14.0,20.0
166,PRODUCT_00166,electronics,1350.0,33.0,12.0,26.0
167,PRODUCT_00167,home_utilities,530.0,17.0,20.0,20.0
168,PRODUCT_00168,fashion_shoes,4000.0,57.0,14.0,36.0
169,PRODUCT_00169,sports_leisure,8150.0,20.0,20.0,20.0
170,PRODUCT_00170,health_beauty,1150.0,20.0,25.0,20.0
171,PRODUCT_00171,watches_gifts,200.0,16.0,2.0,11.0
172,PRODUCT_00172,furniture_decor,400.0,16.0,20.0,16.0
173,PRODUCT_00173,furniture_decor,600.0,29.0,12.0,23.0
174,PRODUCT_00174,Unknown,300.0,35.0,7.0,12.0
175,PRODUCT_00175,cool_stuff,10664.0,61.0,63.0,35.0
176,PRODUCT_00176,home_utilities,1800.0,50.0,12.0,36.0
177,PRODUCT_00177,sports_leisure,500.0,16.0,2.0,11.0
178,PRODUCT_00178,stationery,258.0,19.0,12.0,19.0
179,PRODUCT_00179,stationery,1400.0,16.0,44.0,37.0
180,PRODUCT_00180,toys,400.0,35.0,7.0,35.0
181,PRODUCT_00181,air_conditioning,1300.0,30.0,10.0,30.0
182,PRODUCT_00182,bed_bath_table,1000.0,30.0,10.0,25.0
183,PRODUCT_00183,pet_shop,1300.0,30.0,10.0,18.0
184,PRODUCT_00184,toys,3305.0,38.0,36.0,19.0
185,PRODUCT_00185,baby,6000.0,75.0,15.0,50.0
186,PRODUCT_00186,computers_accessories,300.0,35.0,5.0,25.0
187,PRODUCT_00187,bed_bath_table,250.0,20.0,2.0,15.0
188,PRODUCT_00188,perfumery,400.0,18.0,11.0,11.0
189,PRODUCT_00189,toys,1250.0,29.0,19.0,22.0
190,PRODUCT_00190,fashion_mens_clothing,950.0,40.0,6.0,40.0
191,PRODUCT_00191,pet_shop,2000.0,30.0,34.0,17.0
192,PRODUCT_00192,baby,13575.0,71.0,81.0,44.0
193,PRODUCT_00193,health_beauty,667.0,17.0,16.0,16.0
194,PRODUCT_00194,watches_gifts,267.0,17.0,11.0,12.0
195,PRODUCT_00195,bed_bath_table,1750.0,45.0,20.0,40.0
196,PRODUCT_00196,health_beauty,150.0,16.0,12.0,11.0
197,PRODUCT_00197,toys,10550.0,65.0,7.0,45.0
198,PRODUCT_00198,home_utilities,1725.0,100.0,35.0,16.0
199,PRODUCT_00199,luggage_accessories,700.0,45.0,10.0,31.0
200,PRODUCT_00200,sports_leisure,400.0,34.0,16.0,16.0
201,PRODUCT_00201,stationery,300.0,30.0,10.0,20.0
202,PRODUCT_00202,home_construction,5850.0,60.0,25.0,25.0
203,PRODUCT_00203,watches_gifts,267.0,17.0,11.0,13.0
204,PRODUCT_00204,bed_bath_table,1500.0,39.0,12.0,25.0
205,PRODUCT_00205,cool_stuff,400.0,24.0,16.0,14.0
206,PRODUCT_00206,sports_leisure,1300.0,31.0,32.0,31.0
207,PRODUCT_00207,home_utilities,400.0,16.0,10.0,14.0
208,PRODUCT_00208,arts,150.0,25.0,2.0,19.0
209,PRODUCT_00209,health_beauty,650.0,25.0,13.0,14.0
210,PRODUCT_00210,fashion_bags_accessories,300.0,25.0,10.0,25.0
211,PRODUCT_00211,bed_bath_table,4850.0,75.0,5.0,50.0
212,PRODUCT_00212,automotive,825.0,20.0,24.0,15.0
213,PRODUCT_00213,computers_accessories,600.0,46.0,3.0,15.0
214,PRODUCT_00214,sports_leisure,700.0,23.0,9.0,11.0
215,PRODUCT_00215,furniture_decor,300.0,40.0,10.0,27.0
216,PRODUCT_00216,home_utilities,1270.0,17.0,14.0,17.0
217,PRODUCT_00217,Unknown,2200.0,16.0,2.0,11.0
218,PRODUCT_00218,home_appliances,150.0,18.0,8.0,13.0
219,PRODUCT_00219,garden_tools,200.0,16.0,3.0,11.0
220,PRODUCT_00220,kitchen_laundry_room_dining_garden_furniture,10893.0,33.0,88.0,44.0
221,PRODUCT_00221,home_utilities,1800.0,25.0,7.0,20.0
222,PRODUCT_00222,health_beauty,360.0,30.0,19.0,22.0
223,PRODUCT_00223,electronics,175.0,22.0,11.0,15.0
224,PRODUCT_00224,pet_shop,1900.0,50.0,13.0,70.0
225,PRODUCT_00225,sports_leisure,250.0,20.0,20.0,20.0
226,PRODUCT_00226,baby,6950.0,85.0,11.0,50.0
227,PRODUCT_00227,home_utilities,1100.0,55.0,5.0,40.0
228,PRODUCT_00228,baby,300.0,17.0,7.0,24.0
229,PRODUCT_00229,office_furniture,16500.0,58.0,28.0,58.0
230,PRODUCT_00230,luggage_accessories,300.0,16.0,23.0,19.0
231,PRODUCT_00231,electronics,1836.0,61.0,6.0,24.0
232,PRODUCT_00232,health_beauty,175.0,18.0,22.0,16.0
233,PRODUCT_00233,toys,675.0,22.0,24.0,21.0
234,PRODUCT_00234,industry_commerce_and_business,1200.0,30.0,20.0,30.0
235,PRODUCT_00235,computers_accessories,200.0,39.0,2.0,30.0
236,PRODUCT_00236,office_furniture,16100.0,63.0,61.0,24.0
237,PRODUCT_00237,telephony,117.0,19.0,4.0,12.0
238,PRODUCT_00238,landline_phones,455.0,36.0,18.0,27.0
239,PRODUCT_00239,bed_bath_table,550.0,16.0,10.0,16.0
240,PRODUCT_00240,fashion_shoes,750.0,22.0,12.0,33.0
241,PRODUCT_00241,cool_stuff,586.0,18.0,11.0,13.0
242,PRODUCT_00242,sports_leisure,3700.0,30.0,20.0,20.0
243,PRODUCT_00243,home_utilities,3150.0,30.0,17.0,30.0
244,PRODUCT_00244,bed_bath_table,2100.0,53.0,27.0,40.0
245,PRODUCT_00245,bed_bath_table,550.0,23.0,15.0,23.0
246,PRODUCT_00246,automotive,13825.0,70.0,35.0,49.0
247,PRODUCT_00247,bed_bath_table,850.0,40.0,6.0,50.0
248,PRODUCT_00248,baby,250.0,21.0,4.0,13.0
249,PRODUCT_00249,toys,400.0,20.0,20.0,20.0
250,PRODUCT_00250,perfumery,400.0,16.0,20.0,15.0
251,PRODUCT_00251,consoles_games,200.0,16.0,2.0,16.0
252,PRODUCT_00252,automotive,250.0,20.0,20.0,20.0
253,PRODUCT_00253,computers_accessories,1950.0,17.0,11.0,12.0
254,PRODUCT_00254,furniture_decor,300.0,35.0,10.0,25.0
255,PRODUCT_00255,watches_gifts,1050.0,30.0,45.0,11.0
256,PRODUCT_00256,automotive,400.0,16.0,7.0,11.0
257,PRODUCT_00257,musical_instruments,1000.0,56.0,9.0,22.0
258,PRODUCT_00258,sports_leisure,150.0,16.0,16.0,11.0
259,PRODUCT_00259,health_beauty,700.0,16.0,16.0,16.0
260,PRODUCT_00260,health_beauty,2000.0,30.0,12.0,16.0
261,PRODUCT_00261,construction_tools_construction,21400.0,20.0,20.0,20.0
262,PRODUCT_00262,Unknown,300.0,16.0,7.0,11.0
263,PRODUCT_00263,computers_accessories,188.0,20.0,16.0,15.0
264,PRODUCT_00264,furniture_decor,300.0,16.0,30.0,20.0
265,PRODUCT_00265,fashion_bags_accessories,13600.0,26.0,60.0,40.0
266,PRODUCT_00266,furniture_decor,800.0,25.0,25.0,25.0
267,PRODUCT_00267,furniture_decor,1400.0,65.0,12.0,12.0
268,PRODUCT_00268,watches_gifts,650.0,13.0,11.0,12.0
269,PRODUCT_00269,luggage_accessories,950.0,46.0,10.0,33.0
270,PRODUCT_00270,furniture_decor,17400.0,42.0,35.0,42.0
271,PRODUCT_00271,fashion_mens_clothing,300.0,16.0,2.0,11.0
272,PRODUCT_00272,computers_accessories,700.0,20.0,20.0,20.0
273,PRODUCT_00273,pet_shop,625.0,21.0,16.0,17.0
274,PRODUCT_00274,garden_tools,3250.0,32.0,14.0,22.0
275,PRODUCT_00275,fashion_shoes,1500.0,22.0,12.0,33.0
276,PRODUCT_00276,bed_bath_table,250.0,32.0,3.0,23.0
277,PRODUCT_00277,garden_tools,425.0,31.0,6.0,12.0
278,PRODUCT_00278,air_conditioning,150.0,20.0,8.0,13.0
279,PRODUCT_00279,furniture_decor,350.0,68.0,8.0,13.0
280,PRODUCT_00280,fashion_shoes,300.0,29.0,7.0,16.0
281,PRODUCT_00281,telephony,100.0,19.0,3.0,11.0
282,PRODUCT_00282,automotive,550.0,16.0,21.0,18.0
283,PRODUCT_00283,automotive,1000.0,26.0,40.0,20.0
284,PRODUCT_00284,home_utilities,14850.0,35.0,102.0,35.0
285,PRODUCT_00285,consoles_games,1850.0,28.0,14.0,19.0
286,PRODUCT_00286,fashion_bags_accessories,300.0,16.0,2.0,11.0
287,PRODUCT_00287,telephony,200.0,19.0,4.0,11.0
288,PRODUCT_00288,health_beauty,150.0,22.0,3.0,15.0
289,PRODUCT_00289,sports_leisure,900.0,16.0,16.0,16.0
290,PRODUCT_00290,garden_tools,1900.0,44.0,19.0,19.0
291,PRODUCT_00291,bed_bath_table,1450.0,45.0,10.0,15.0
292,PRODUCT_00292,technical_books,1100.0,29.0,3.0,21.0
293,PRODUCT_00293,sports_leisure,200.0,16.0,11.0,11.0
294,PRODUCT_00294,sports_leisure,12600.0,20.0,10.0,20.0
295,PRODUCT_00295,health_beauty,1450.0,25.0,25.0,16.0
296,PRODUCT_00296,cool_stuff,800.0,42.0,25.0,15.0
297,PRODUCT_00297,electronics,200.0,20.0,20.0,20.0
298,PRODUCT_00298,garden_tools,11450.0,23.0,43.0,35.0
299,PRODUCT_00299,furniture_decor,2200.0,20.0,20.0,20.0
300,PRODUCT_00300,home_appliances_2,13200.0,66.0,19.0,67.0
301,PRODUCT_00301,fashion_bags_accessories,200.0,16.0,2.0,11.0
302,PRODUCT_00302,musical_instruments,3350.0,30.0,30.0,30.0
303,PRODUCT_00303,bed_bath_table,2200.0,42.0,11.0,36.0
304,PRODUCT_00304,office_furniture,30000.0,50.0,50.0,30.0
305,PRODUCT_00305,baby,500.0,30.0,8.0,35.0
306,PRODUCT_00306,bed_bath_table,1800.0,45.0,10.0,34.0
307,PRODUCT_00307,Unknown,200.0,22.0,14.0,14.0
308,PRODUCT_00308,luggage_accessories,700.0,19.0,48.0,35.0
309,PRODUCT_00309,luggage_accessories,2900.0,40.0,55.0,30.0
310,PRODUCT_00310,fashion_bags_accessories,200.0,16.0,9.0,11.0
311,PRODUCT_00311,health_beauty,300.0,16.0,18.0,16.0
312,PRODUCT_00312,stationery,200.0,23.0,7.0,15.0
313,PRODUCT_00313,bed_bath_table,700.0,49.0,4.0,50.0
314,PRODUCT_00314,telephony,200.0,17.0,13.0,16.0
315,PRODUCT_00315,air_conditioning,7800.0,105.0,10.0,40.0
316,PRODUCT_00316,stationery,550.0,16.0,4.0,11.0
317,PRODUCT_00317,watches_gifts,200.0,16.0,2.0,11.0
318,PRODUCT_00318,bed_bath_table,1000.0,30.0,7.0,24.0
319,PRODUCT_00319,stationery,1000.0,26.0,8.0,33.0
320,PRODUCT_00320,office_furniture,5850.0,45.0,55.0,16.0
321,PRODUCT_00321,baby,8300.0,45.0,25.0,45.0
322,PRODUCT_00322,sports_leisure,1800.0,28.0,12.0,18.0
323,PRODUCT_00323,sports_leisure,900.0,26.0,6.0,13.0
324,PRODUCT_00324,sports_leisure,415.0,19.0,19.0,19.0
325,PRODUCT_00325,telephony,103.0,21.0,6.0,14.0
326,PRODUCT_00326,automotive,500.0,20.0,8.0,14.0
327,PRODUCT_00327,stationery,600.0,16.0,6.0,11.0
328,PRODUCT_00328,computers_accessories,4750.0,18.0,22.0,30.0
329,PRODUCT_00329,watches_gifts,263.0,18.0,15.0,16.0
330,PRODUCT_00330,baby,50.0,16.0,2.0,11.0
331,PRODUCT_00331,perfumery,200.0,16.0,22.0,11.0
332,PRODUCT_00332,bed_bath_table,360.0,36.0,6.0,26.0
333,PRODUCT_00333,cool_stuff,150.0,16.0,7.0,12.0
334,PRODUCT_00334,sports_leisure,1100.0,32.0,5.0,30.0
335,PRODUCT_00335,fashion_bags_accessories,2250.0,22.0,15.0,20.0
336,PRODUCT_00336,automotive,1475.0,68.0,9.0,35.0
337,PRODUCT_00337,sports_leisure,1600.0,100.0,7.0,11.0
338,PRODUCT_00338,health_beauty,1650.0,25.0,30.0,20.0
339,PRODUCT_00339,toys,650.0,35.0,10.0,15.0
340,PRODUCT_00340,home_utilities,900.0,21.0,34.0,34.0
341,PRODUCT_00341,telephony,75.0,19.0,3.0,11.0
342,PRODUCT_00342,garden_tools,600.0,19.0,7.0,14.0
343,PRODUCT_00343,furniture_decor,400.0,35.0,6.0,15.0
344,PRODUCT_00344,home_utilities,553.0,18.0,9.0,15.0
345,PRODUCT_00345,books_general_interest,900.0,18.0,25.0,16.0
346,PRODUCT_00346,home_utilities,250.0,25.0,25.0,25.0
347,PRODUCT_00347,office_furniture,14900.0,58.0,28.0,58.0
348,PRODUCT_00348,bed_bath_table,1100.0,16.0,10.0,16.0
349,PRODUCT_00349,furniture_decor,850.0,69.0,11.0,11.0
350,PRODUCT_00350,bed_bath_table,350.0,16.0,10.0,16.0
351,PRODUCT_00351,garden_tools,1400.0,20.0,20.0,30.0
352,PRODUCT_00352,computers_accessories,200.0,20.0,20.0,20.0
353,PRODUCT_00353,computers_accessories,617.0,17.0,14.0,17.0
354,PRODUCT_00354,home_utilities,2600.0,16.0,41.0,41.0
355,PRODUCT_00355,drinks,200.0,20.0,9.0,14.0
356,PRODUCT_00356,bed_bath_table,2000.0,49.0,16.0,39.0
357,PRODUCT_00357,health_beauty,266.0,20.0,8.0,18.0
358,PRODUCT_00358,telephony,200.0,19.0,4.0,11.0
359,PRODUCT_00359,baby,300.0,68.0,7.0,13.0
360,PRODUCT_00360,pet_shop,300.0,16.0,16.0,16.0
361,PRODUCT_00361,watches_gifts,200.0,16.0,2.0,20.0
362,PRODUCT_00362,small_appliances,1300.0,20.0,16.0,20.0
363,PRODUCT_00363,bed_bath_table,550.0,16.0,10.0,16.0
364,PRODUCT_00364,telephony,300.0,17.0,4.0,12.0
365,PRODUCT_00365,marketplace,2150.0,40.0,25.0,30.0
366,PRODUCT_00366,automotive,3300.0,35.0,20.0,20.0
367,PRODUCT_00367,perfumery,200.0,16.0,16.0,16.0
368,PRODUCT_00368,sports_leisure,200.0,21.0,9.0,13.0
369,PRODUCT_00369,perfumery,514.0,18.0,12.0,15.0
370,PRODUCT_00370,home_construction,3100.0,38.0,28.0,28.0
371,PRODUCT_00371,home_utilities,1200.0,27.0,18.0,23.0
372,PRODUCT_00372,sports_leisure,250.0,16.0,10.0,16.0
373,PRODUCT_00373,toys,7400.0,45.0,29.0,53.0
374,PRODUCT_00374,the_kitchen,7600.0,55.0,15.0,55.0
375,PRODUCT_00375,sports_leisure,875.0,40.0,26.0,20.0
376,PRODUCT_00376,furniture_decor,700.0,35.0,7.0,27.0
377,PRODUCT_00377,office_furniture,900.0,17.0,10.0,15.0
378,PRODUCT_00378,sports_leisure,700.0,49.0,12.0,27.0
379,PRODUCT_00379,bed_bath_table,1100.0,16.0,10.0,16.0
380,PRODUCT_00380,cool_stuff,1150.0,28.0,10.0,25.0
381,PRODUCT_00381,cool_stuff,900.0,25.0,10.0,25.0
382,PRODUCT_00382,Unknown,1400.0,25.0,25.0,25.0
383,PRODUCT_00383,technical_books,2050.0,29.0,5.0,21.0
384,PRODUCT_00384,health_beauty,2150.0,28.0,32.0,11.0
385,PRODUCT_00385,health_beauty,490.0,30.0,5.0,25.0
386,PRODUCT_00386,toys,1000.0,30.0,13.0,30.0
387,PRODUCT_00387,computers_accessories,200.0,16.0,4.0,14.0
388,PRODUCT_00388,home_utilities,500.0,19.0,13.0,20.0
389,PRODUCT_00389,bed_bath_table,500.0,16.0,10.0,16.0
390,PRODUCT_00390,Unknown,4300.0,30.0,10.0,48.0
391,PRODUCT_00391,perfumery,1000.0,20.0,14.0,13.0
392,PRODUCT_00392,automotive,4200.0,78.0,4.0,47.0
393,PRODUCT_00393,perfumery,350.0,16.0,11.0,11.0
394,PRODUCT_00394,telephony,125.0,19.0,3.0,11.0
395,PRODUCT_00395,telephony,100.0,19.0,3.0,11.0
396,PRODUCT_00396,home_utilities,4100.0,51.0,31.0,31.0
397,PRODUCT_00397,electronics,200.0,20.0,20.0,20.0
398,PRODUCT_00398,consoles_games,300.0,23.0,3.0,11.0
399,PRODUCT_00399,home_utilities,8400.0,50.0,28.0,31.0
400,PRODUCT_00400,home_utilities,1550.0,46.0,10.0,35.0
