,Unnamed: 0,Order_id,Order_item_id,Product_id,Seller_id,Price,Freight_value
41,41,ORDER_23881,3,PRODUCT_23679,SELLER_2076,24.89,17.63
42,42,ORDER_85426,1,PRODUCT_04014,SELLER_0132,54.0,8.54
43,43,ORDER_14297,1,PRODUCT_18300,SELLER_0629,81.99,13.01
44,44,ORDER_02214,1,PRODUCT_19385,SELLER_2194,99.0,13.71
45,45,ORDER_37336,1,PRODUCT_18249,SELLER_2111,18.99,7.78
46,46,ORDER_37336,2,PRODUCT_18249,SELLER_2111,18.99,7.78
47,47,ORDER_82734,1,PRODUCT_22766,SELLER_0446,38.33,16.79
48,48,ORDER_19117,1,PRODUCT_13982,SELLER_2194,69.9,18.0
49,49,ORDER_53976,1,PRODUCT_25651,SELLER_2102,195.0,18.21
50,50,ORDER_10456,1,PRODUCT_28443,SELLER_0931,35.9,15.2
51,51,ORDER_05823,1,PRODUCT_06148,SELLER_2602,79.5,21.05
52,52,ORDER_11118,1,PRODUCT_17395,SELLER_2311,29.99,15.1
53,53,ORDER_58860,1,PRODUCT_20940,SELLER_1368,109.9,13.21
54,54,ORDER_31046,1,PRODUCT_14029,SELLER_0528,74.9,16.49
55,55,ORDER_34910,1,PRODUCT_11753,SELLER_0258,14.95,18.23
56,56,ORDER_49253,1,PRODUCT_08006,SELLER_0543,149.9,43.11
57,57,ORDER_35570,1,PRODUCT_08628,SELLER_0245,19.99,14.1
58,58,ORDER_14720,1,PRODUCT_02457,SELLER_0340,390.0,29.39
59,59,ORDER_53624,1,PRODUCT_13160,SELLER_0481,135.0,21.75
60,60,ORDER_55386,1,PRODUCT_16840,SELLER_2389,104.0,16.43
61,61,ORDER_47902,1,PRODUCT_18756,SELLER_0915,149.0,15.8
62,62,ORDER_61005,1,PRODUCT_29006,SELLER_0512,279.9,13.46
63,63,ORDER_76837,1,PRODUCT_15775,SELLER_2568,44.9,23.22
64,64,ORDER_08379,1,PRODUCT_15712,SELLER_1175,120.0,15.59
65,65,ORDER_14229,1,PRODUCT_08248,SELLER_0652,94.9,18.54
66,66,ORDER_29884,1,PRODUCT_18487,SELLER_0664,88.34,21.11
67,67,ORDER_60363,1,PRODUCT_12508,SELLER_1974,199.99,65.56
68,68,ORDER_18639,1,PRODUCT_17700,SELLER_1884,99.9,19.67
69,69,ORDER_49212,1,PRODUCT_22751,SELLER_2391,78.0,8.9
70,70,ORDER_49212,2,PRODUCT_22751,SELLER_2391,78.0,8.9
71,71,ORDER_74144,1,PRODUCT_18271,SELLER_0891,155.0,14.84
72,72,ORDER_02566,1,PRODUCT_18409,SELLER_1628,249.9,34.23
73,73,ORDER_67055,1,PRODUCT_21713,SELLER_0065,8.99,32.57
74,74,ORDER_67055,2,PRODUCT_21985,SELLER_0150,44.9,7.16
75,75,ORDER_57405,1,PRODUCT_07719,SELLER_2246,60.6,17.67
76,76,ORDER_64945,1,PRODUCT_12626,SELLER_1388,225.0,67.24
77,77,ORDER_49182,1,PRODUCT_10229,SELLER_1159,76.0,34.07
78,78,ORDER_82574,1,PRODUCT_06676,SELLER_2565,159.0,27.19
79,79,ORDER_72020,1,PRODUCT_12528,SELLER_1016,102.9,14.45
80,80,ORDER_72020,2,PRODUCT_12528,SELLER_1016,102.9,14.45
81,81,ORDER_68506,1,PRODUCT_08271,SELLER_1495,63.9,16.89
82,82,ORDER_09863,1,PRODUCT_14104,SELLER_1142,168.8,8.21
83,83,ORDER_11367,1,PRODUCT_03037,SELLER_0398,59.9,9.94
84,84,ORDER_11367,2,PRODUCT_18828,SELLER_0398,59.9,9.94
85,85,ORDER_59459,1,PRODUCT_15076,SELLER_2383,232.75,28.58
86,86,ORDER_80782,1,PRODUCT_22804,SELLER_2194,87.0,12.11
87,87,ORDER_61846,1,PRODUCT_28300,SELLER_0041,131.9,18.54
88,88,ORDER_65371,1,PRODUCT_29370,SELLER_0335,19.9,14.1
89,89,ORDER_58083,1,PRODUCT_28773,SELLER_2634,399.99,23.64
90,90,ORDER_73373,1,PRODUCT_28327,SELLER_2222,41.0,11.85
91,91,ORDER_30252,1,PRODUCT_23788,SELLER_0703,69.0,18.58
92,92,ORDER_30252,2,PRODUCT_23788,SELLER_0703,69.0,18.58
93,93,ORDER_38265,1,PRODUCT_11308,SELLER_0528,169.9,33.33
94,94,ORDER_82259,1,PRODUCT_21293,SELLER_0262,220.0,8.89
95,95,ORDER_49943,1,PRODUCT_05667,SELLER_2330,277.0,35.74
96,96,ORDER_59748,1,PRODUCT_02488,SELLER_0722,85.0,17.03
97,97,ORDER_59748,2,PRODUCT_02488,SELLER_0722,85.0,17.03
98,98,ORDER_09267,1,PRODUCT_24248,SELLER_0062,229.0,9.8
99,99,ORDER_57107,1,PRODUCT_00703,SELLER_0214,99.9,0.0
100,100,ORDER_73820,1,PRODUCT_23474,SELLER_0415,84.9,34.39
101,101,ORDER_06830,1,PRODUCT_26897,SELLER_1438,189.0,33.91
102,102,ORDER_23220,1,PRODUCT_00171,SELLER_0713,49.0,7.78
103,103,ORDER_76070,1,PRODUCT_01094,SELLER_2501,37.9,15.37
104,104,ORDER_38224,1,PRODUCT_20272,SELLER_1238,179.93,16.14
105,105,ORDER_09007,1,PRODUCT_21767,SELLER_2497,116.9,13.84
106,106,ORDER_41843,1,PRODUCT_20544,SELLER_0180,94.9,15.51
107,107,ORDER_81800,1,PRODUCT_19418,SELLER_1071,121.99,15.73
108,108,ORDER_21773,1,PRODUCT_11243,SELLER_1868,7.79,7.78
109,109,ORDER_02082,1,PRODUCT_13822,SELLER_1059,179.99,85.97
110,110,ORDER_41794,1,PRODUCT_22633,SELLER_2154,7.6,10.96
111,111,ORDER_39164,1,PRODUCT_27081,SELLER_0417,49.9,17.6
112,112,ORDER_75153,1,PRODUCT_02831,SELLER_2744,110.32,8.03
113,113,ORDER_10644,1,PRODUCT_05800,SELLER_2490,49.0,11.85
114,114,ORDER_44688,1,PRODUCT_06962,SELLER_1696,159.9,61.18
115,115,ORDER_78417,1,PRODUCT_17136,SELLER_2099,120.0,27.39
116,116,ORDER_14218,1,PRODUCT_07474,SELLER_2438,21.5,11.98
117,117,ORDER_21876,1,PRODUCT_26432,SELLER_1826,122.99,15.61
118,118,ORDER_28836,1,PRODUCT_23516,SELLER_1974,72.99,19.75
119,119,ORDER_80648,1,PRODUCT_01397,SELLER_1974,129.99,13.93
120,120,ORDER_86107,1,PRODUCT_19385,SELLER_2194,92.0,17.89
121,121,ORDER_86107,2,PRODUCT_19385,SELLER_2194,92.0,17.89
122,122,ORDER_26817,1,PRODUCT_07372,SELLER_2445,149.0,40.37
123,123,ORDER_32038,1,PRODUCT_27427,SELLER_0643,20.3,16.79
124,124,ORDER_00164,1,PRODUCT_25591,SELLER_0891,179.9,15.01
125,125,ORDER_00164,2,PRODUCT_25591,SELLER_0891,179.9,15.01
126,126,ORDER_60507,1,PRODUCT_16375,SELLER_2145,109.9,12.27
127,127,ORDER_60791,1,PRODUCT_21899,SELLER_1501,89.0,25.9
128,128,ORDER_21735,1,PRODUCT_23830,SELLER_0340,120.0,13.75
129,129,ORDER_60030,1,PRODUCT_10273,SELLER_0713,75.0,14.28
130,130,ORDER_09254,1,PRODUCT_09359,SELLER_2131,46.86,14.52
131,131,ORDER_70012,1,PRODUCT_08845,SELLER_1277,96.0,14.84
132,132,ORDER_23522,1,PRODUCT_29354,SELLER_0514,49.99,18.12
133,133,ORDER_23522,2,PRODUCT_22339,SELLER_0514,24.99,13.58
134,134,ORDER_23522,3,PRODUCT_22339,SELLER_0514,24.99,13.58
135,135,ORDER_67431,1,PRODUCT_24352,SELLER_0373,120.1,16.6
136,136,ORDER_14267,1,PRODUCT_23182,SELLER_0180,69.9,16.25
137,137,ORDER_36727,1,PRODUCT_13249,SELLER_2101,39.9,54.02
138,138,ORDER_17201,1,PRODUCT_08924,SELLER_1964,159.9,20.31
139,139,ORDER_29616,1,PRODUCT_22241,SELLER_0214,540.0,16.22
140,140,ORDER_45284,1,PRODUCT_24012,SELLER_1730,189.9,31.17
141,141,ORDER_31516,1,PRODUCT_20091,SELLER_1026,14.9,8.27
142,142,ORDER_50251,1,PRODUCT_12457,SELLER_0005,43.9,11.85
143,143,ORDER_46888,1,PRODUCT_13105,SELLER_1096,139.0,87.28
144,144,ORDER_13681,1,PRODUCT_13646,SELLER_0770,40.35,13.71
145,145,ORDER_64431,1,PRODUCT_00855,SELLER_2009,469.0,20.85
146,146,ORDER_14775,1,PRODUCT_16984,SELLER_1927,59.0,16.17
147,147,ORDER_55919,1,PRODUCT_03754,SELLER_0290,35.9,15.79
148,148,ORDER_55919,2,PRODUCT_03754,SELLER_0290,35.9,15.79
149,149,ORDER_40164,1,PRODUCT_22455,SELLER_2137,96.99,16.44
150,150,ORDER_06128,1,PRODUCT_19114,SELLER_1706,77.9,13.89
151,151,ORDER_87375,1,PRODUCT_00217,SELLER_0672,56.0,14.14
152,152,ORDER_69222,1,PRODUCT_01806,SELLER_1622,69.99,11.99
153,153,ORDER_01322,1,PRODUCT_21843,SELLER_0327,49.9,7.78
154,154,ORDER_75647,1,PRODUCT_10799,SELLER_0713,29.0,14.1
155,155,ORDER_54782,1,PRODUCT_09813,SELLER_0994,99.0,43.06
156,156,ORDER_58043,1,PRODUCT_20535,SELLER_1559,499.0,30.35
157,157,ORDER_39094,1,PRODUCT_16413,SELLER_1641,39.85,12.79
158,158,ORDER_20331,1,PRODUCT_01007,SELLER_2034,149.0,14.06
159,159,ORDER_19608,1,PRODUCT_11519,SELLER_2138,179.98,12.46
160,160,ORDER_51439,1,PRODUCT_24299,SELLER_2083,219.99,14.9
161,161,ORDER_74740,1,PRODUCT_04399,SELLER_0713,129.0,8.16
162,162,ORDER_60777,1,PRODUCT_23064,SELLER_2209,137.0,15.71
163,163,ORDER_43066,1,PRODUCT_20578,SELLER_1168,37.0,10.96
164,164,ORDER_45921,1,PRODUCT_29274,SELLER_2467,154.0,14.83
165,165,ORDER_54339,1,PRODUCT_25760,SELLER_1886,253.52,82.86
166,166,ORDER_74189,1,PRODUCT_17635,SELLER_1461,49.9,7.39
167,167,ORDER_29688,1,PRODUCT_16153,SELLER_2133,148.9,13.95
168,168,ORDER_50986,1,PRODUCT_00291,SELLER_0014,64.9,18.69
169,169,ORDER_15107,1,PRODUCT_16846,SELLER_0062,179.0,16.0
170,170,ORDER_39019,1,PRODUCT_19327,SELLER_2541,27.9,15.1
171,171,ORDER_87921,1,PRODUCT_15977,SELLER_2612,39.0,16.11
172,172,ORDER_78947,1,PRODUCT_03117,SELLER_1275,7.0,14.1
173,173,ORDER_46342,1,PRODUCT_13726,SELLER_0504,269.0,10.7
174,174,ORDER_10395,1,PRODUCT_05220,SELLER_1323,99.9,17.95
175,175,ORDER_10946,1,PRODUCT_20175,SELLER_2194,69.9,15.24
176,176,ORDER_43653,1,PRODUCT_00491,SELLER_1386,89.9,23.13
177,177,ORDER_10563,1,PRODUCT_13485,SELLER_1026,165.0,19.03
178,178,ORDER_48165,1,PRODUCT_27017,SELLER_1974,57.99,11.73
179,179,ORDER_73343,1,PRODUCT_14139,SELLER_0891,259.0,10.63
180,180,ORDER_48455,1,PRODUCT_05949,SELLER_2222,133.0,16.69
181,181,ORDER_63432,1,PRODUCT_00939,SELLER_1791,35.9,18.23
182,182,ORDER_35478,1,PRODUCT_22007,SELLER_2275,14.89,18.23
183,183,ORDER_21261,1,PRODUCT_27807,SELLER_2422,99.0,13.0
184,184,ORDER_14324,1,PRODUCT_08323,SELLER_0340,90.0,9.44
185,185,ORDER_74464,1,PRODUCT_15805,SELLER_1748,43.49,27.39
186,186,ORDER_80842,1,PRODUCT_20311,SELLER_2136,9.99,15.23
187,187,ORDER_80842,2,PRODUCT_20311,SELLER_2136,9.99,15.23
188,188,ORDER_57078,1,PRODUCT_05564,SELLER_1408,28.5,34.15
189,189,ORDER_47183,1,PRODUCT_19767,SELLER_1298,199.0,8.74
190,190,ORDER_76222,1,PRODUCT_24104,SELLER_2246,135.9,21.44
191,191,ORDER_71398,1,PRODUCT_22493,SELLER_0612,249.0,37.09
192,192,ORDER_02219,1,PRODUCT_02299,SELLER_1896,49.99,15.56
193,193,ORDER_64990,1,PRODUCT_09319,SELLER_1029,85.0,11.62
194,194,ORDER_51188,1,PRODUCT_26506,SELLER_1518,117.3,25.66
195,195,ORDER_00905,1,PRODUCT_10809,SELLER_2176,99.9,18.57
196,196,ORDER_00905,2,PRODUCT_04865,SELLER_2176,99.9,14.35
197,197,ORDER_48476,1,PRODUCT_20325,SELLER_1891,18.0,7.87
198,198,ORDER_60483,1,PRODUCT_20903,SELLER_0385,11.53,7.39
199,199,ORDER_53791,1,PRODUCT_04221,SELLER_2634,269.99,39.41
200,200,ORDER_74722,1,PRODUCT_00543,SELLER_1599,89.99,14.8
201,201,ORDER_87559,1,PRODUCT_21407,SELLER_2099,19.9,42.76
202,202,ORDER_17575,1,PRODUCT_28944,SELLER_2696,133.74,12.44
203,203,ORDER_59056,1,PRODUCT_07219,SELLER_0910,86.8,7.86
204,204,ORDER_71553,1,PRODUCT_25003,SELLER_0447,158.0,10.68
205,205,ORDER_71553,2,PRODUCT_21837,SELLER_0447,308.0,31.16
206,206,ORDER_13986,1,PRODUCT_10092,SELLER_0058,129.0,47.4
207,207,ORDER_05475,1,PRODUCT_06882,SELLER_1886,143.54,21.49
208,208,ORDER_62674,1,PRODUCT_10875,SELLER_0556,39.99,18.23
209,209,ORDER_62674,2,PRODUCT_10875,SELLER_0556,39.99,18.23
210,210,ORDER_42916,1,PRODUCT_18351,SELLER_0467,119.9,23.34
211,211,ORDER_75113,1,PRODUCT_18953,SELLER_2541,16.9,15.1
212,212,ORDER_72246,1,PRODUCT_18740,SELLER_0881,29.99,15.1
213,213,ORDER_14210,1,PRODUCT_19025,SELLER_1417,30.99,34.15
214,214,ORDER_51631,1,PRODUCT_12790,SELLER_1275,84.99,15.34
215,215,ORDER_01120,1,PRODUCT_07372,SELLER_2445,149.0,45.12
216,216,ORDER_85471,1,PRODUCT_03893,SELLER_2541,48.9,8.82
217,217,ORDER_39883,1,PRODUCT_20247,SELLER_0567,159.49,8.86
218,218,ORDER_02913,1,PRODUCT_03361,SELLER_1370,249.9,41.53
219,219,ORDER_15843,1,PRODUCT_00901,SELLER_2076,24.89,7.75
220,220,ORDER_78342,1,PRODUCT_17658,SELLER_1275,53.99,7.78
221,221,ORDER_06274,1,PRODUCT_11744,SELLER_2334,24.5,11.85
222,222,ORDER_76053,1,PRODUCT_26703,SELLER_1369,179.0,22.99
223,223,ORDER_14064,1,PRODUCT_25046,SELLER_2209,37.9,21.43
224,224,ORDER_41839,1,PRODUCT_15386,SELLER_1392,89.9,22.56
225,225,ORDER_41839,2,PRODUCT_15386,SELLER_1392,89.9,22.56
226,226,ORDER_41839,3,PRODUCT_15386,SELLER_1392,89.9,22.56
227,227,ORDER_13541,1,PRODUCT_18487,SELLER_0664,88.34,29.08
228,228,ORDER_02417,1,PRODUCT_03615,SELLER_1513,177.9,18.5
229,229,ORDER_57756,1,PRODUCT_25193,SELLER_0533,32.99,14.1
230,230,ORDER_53900,1,PRODUCT_11967,SELLER_0340,69.9,0.0
231,231,ORDER_78990,1,PRODUCT_19112,SELLER_2194,109.9,12.27
232,232,ORDER_35325,1,PRODUCT_21085,SELLER_2146,110.9,14.51
233,233,ORDER_03303,1,PRODUCT_19563,SELLER_0041,35.9,12.48
234,234,ORDER_58672,1,PRODUCT_00258,SELLER_1461,39.0,7.53
235,235,ORDER_47676,1,PRODUCT_22427,SELLER_0370,579.0,65.34
236,236,ORDER_80143,1,PRODUCT_02102,SELLER_1628,99.9,23.57
237,237,ORDER_34851,1,PRODUCT_18509,SELLER_2222,37.0,19.32
238,238,ORDER_68144,1,PRODUCT_05651,SELLER_1059,116.6,30.66
239,239,ORDER_48277,1,PRODUCT_17682,SELLER_0741,65.0,25.73
240,240,ORDER_47799,1,PRODUCT_00258,SELLER_1461,39.9,11.85
241,241,ORDER_70845,1,PRODUCT_17710,SELLER_2423,105.0,17.87
242,242,ORDER_73613,1,PRODUCT_19193,SELLER_2373,189.9,26.61
243,243,ORDER_79807,1,PRODUCT_20018,SELLER_2003,139.65,26.26
244,244,ORDER_08687,1,PRODUCT_00223,SELLER_0290,13.65,15.23
245,245,ORDER_65998,1,PRODUCT_24138,SELLER_1844,31.9,16.11
246,246,ORDER_70648,1,PRODUCT_26446,SELLER_1892,33.99,16.6
247,247,ORDER_88020,1,PRODUCT_17431,SELLER_0534,47.4,11.85
248,248,ORDER_24740,1,PRODUCT_00587,SELLER_1279,50.0,21.19
249,249,ORDER_69794,1,PRODUCT_11735,SELLER_1755,59.9,11.15
250,250,ORDER_06245,1,PRODUCT_04693,SELLER_0180,69.9,23.07
251,251,ORDER_67347,1,PRODUCT_24810,SELLER_1420,50.21,15.1
252,252,ORDER_16875,1,PRODUCT_25672,SELLER_1423,39.9,16.6
253,253,ORDER_17043,1,PRODUCT_23413,SELLER_0881,24.99,14.1
254,254,ORDER_63480,1,PRODUCT_05268,SELLER_2485,130.0,19.01
255,255,ORDER_54840,1,PRODUCT_05174,SELLER_1275,89.99,7.88
256,256,ORDER_56897,1,PRODUCT_03417,SELLER_1612,69.0,15.69
257,257,ORDER_21853,1,PRODUCT_00629,SELLER_1783,165.5,15.8
258,258,ORDER_21853,2,PRODUCT_07200,SELLER_0629,175.91,52.69
259,259,ORDER_21853,3,PRODUCT_10032,SELLER_1783,165.5,15.8
260,260,ORDER_21853,4,PRODUCT_14532,SELLER_1783,165.5,15.8
261,261,ORDER_02537,1,PRODUCT_06459,SELLER_0722,98.81,13.81
262,262,ORDER_49287,1,PRODUCT_21098,SELLER_0713,78.0,7.8
263,263,ORDER_85153,1,PRODUCT_03934,SELLER_2146,21.8,12.48
264,264,ORDER_00765,1,PRODUCT_28792,SELLER_1548,118.9,18.93
265,265,ORDER_61536,1,PRODUCT_02746,SELLER_2360,119.8,20.18
266,266,ORDER_36908,1,PRODUCT_16902,SELLER_0340,45.0,7.39
267,267,ORDER_24690,1,PRODUCT_15474,SELLER_0765,449.0,20.39
268,268,ORDER_63228,1,PRODUCT_09661,SELLER_0556,139.85,16.61
269,269,ORDER_63228,2,PRODUCT_09661,SELLER_0556,139.85,16.61
270,270,ORDER_46760,1,PRODUCT_19796,SELLER_1117,18.9,12.48
271,271,ORDER_41900,1,PRODUCT_18323,SELLER_1409,29.9,16.79
272,272,ORDER_77733,1,PRODUCT_12749,SELLER_0634,39.9,15.1
273,273,ORDER_23801,1,PRODUCT_10297,SELLER_0894,59.0,13.07
274,274,ORDER_40030,1,PRODUCT_08068,SELLER_1065,199.0,67.69
275,275,ORDER_61253,1,PRODUCT_00083,SELLER_0741,32.0,7.39
276,276,ORDER_29044,1,PRODUCT_07917,SELLER_0340,110.0,18.35
277,277,ORDER_87547,1,PRODUCT_08596,SELLER_2194,79.9,14.65
278,278,ORDER_55592,1,PRODUCT_26764,SELLER_1470,24.99,14.1
279,279,ORDER_59574,1,PRODUCT_09411,SELLER_2099,79.0,13.91
280,280,ORDER_27675,1,PRODUCT_04082,SELLER_0417,59.9,17.67
281,281,ORDER_08577,1,PRODUCT_16554,SELLER_1117,19.9,15.1
282,282,ORDER_40185,1,PRODUCT_07763,SELLER_2043,158.0,15.2
283,283,ORDER_40143,1,PRODUCT_12299,SELLER_0389,1050.61,25.13
284,284,ORDER_61665,1,PRODUCT_15914,SELLER_1016,106.9,18.0
285,285,ORDER_72426,1,PRODUCT_17353,SELLER_2202,362.45,25.12
286,286,ORDER_28037,1,PRODUCT_09393,SELLER_0556,44.55,11.74
287,287,ORDER_14690,1,PRODUCT_07553,SELLER_1009,14.99,15.1
288,288,ORDER_14690,2,PRODUCT_07553,SELLER_1009,14.99,15.1
289,289,ORDER_14690,3,PRODUCT_07553,SELLER_1009,14.99,15.1
290,290,ORDER_14690,4,PRODUCT_07553,SELLER_1009,14.99,15.1
291,291,ORDER_40475,1,PRODUCT_22641,SELLER_0369,125.9,18.13
292,292,ORDER_18002,1,PRODUCT_03905,SELLER_2075,99.9,26.84
293,293,ORDER_20129,1,PRODUCT_07372,SELLER_2445,149.0,40.37
294,294,ORDER_35700,1,PRODUCT_29370,SELLER_0335,19.9,14.1
295,295,ORDER_64732,1,PRODUCT_03288,SELLER_1259,59.9,9.17
296,296,ORDER_41263,1,PRODUCT_06344,SELLER_0214,320.0,14.68
297,297,ORDER_36816,1,PRODUCT_18875,SELLER_0434,59.9,14.59
298,298,ORDER_29114,1,PRODUCT_05930,SELLER_2311,29.99,15.11
299,299,ORDER_64999,1,PRODUCT_18901,SELLER_2592,69.0,21.17
300,300,ORDER_14786,1,PRODUCT_25894,SELLER_1801,56.0,18.69
301,301,ORDER_06856,1,PRODUCT_07761,SELLER_0542,160.0,19.0
302,302,ORDER_26009,1,PRODUCT_08730,SELLER_0014,64.9,20.18
303,303,ORDER_26009,2,PRODUCT_08730,SELLER_0014,64.9,20.18
304,304,ORDER_31912,1,PRODUCT_22517,SELLER_0881,20.99,11.85
305,305,ORDER_71250,1,PRODUCT_29238,SELLER_1730,19.45,14.52
306,306,ORDER_31195,1,PRODUCT_06223,SELLER_1755,59.9,34.22
307,307,ORDER_31195,2,PRODUCT_06223,SELLER_1755,59.9,34.22
308,308,ORDER_38859,1,PRODUCT_23156,SELLER_0792,64.9,15.33
309,309,ORDER_74826,1,PRODUCT_14053,SELLER_0061,128.9,9.26
310,310,ORDER_49005,1,PRODUCT_02819,SELLER_0168,189.9,13.77
311,311,ORDER_81046,1,PRODUCT_08503,SELLER_2423,250.0,97.56
312,312,ORDER_86830,1,PRODUCT_07957,SELLER_2759,94.9,35.98
313,313,ORDER_63408,1,PRODUCT_09520,SELLER_1791,27.9,20.8
314,314,ORDER_63408,2,PRODUCT_09520,SELLER_1791,27.9,20.8
315,315,ORDER_20150,1,PRODUCT_17004,SELLER_0007,349.9,29.3
316,316,ORDER_72920,1,PRODUCT_10008,SELLER_1359,110.99,33.23
317,317,ORDER_67615,1,PRODUCT_07954,SELLER_2220,190.83,12.84
318,318,ORDER_55318,1,PRODUCT_19800,SELLER_0994,99.5,35.07
319,319,ORDER_12599,1,PRODUCT_15251,SELLER_1168,104.0,14.82
320,320,ORDER_47223,1,PRODUCT_17094,SELLER_1115,79.0,15.3
321,321,ORDER_42728,1,PRODUCT_24926,SELLER_1729,61.99,24.56
322,322,ORDER_13217,1,PRODUCT_13166,SELLER_1784,419.9,17.69
323,323,ORDER_83642,1,PRODUCT_23311,SELLER_1401,299.0,23.17
324,324,ORDER_51938,1,PRODUCT_14188,SELLER_0327,49.9,14.1
325,325,ORDER_37565,1,PRODUCT_21985,SELLER_0150,44.9,11.85
326,326,ORDER_37565,2,PRODUCT_21985,SELLER_0150,44.9,11.85
327,327,ORDER_47895,1,PRODUCT_09108,SELLER_1826,159.77,16.0
328,328,ORDER_84890,1,PRODUCT_29157,SELLER_1548,132.9,19.03
329,329,ORDER_40013,1,PRODUCT_09062,SELLER_0061,36.85,21.85
330,330,ORDER_78362,1,PRODUCT_28795,SELLER_1059,124.99,21.88
331,331,ORDER_15081,1,PRODUCT_15695,SELLER_0881,94.99,13.33
332,332,ORDER_73110,1,PRODUCT_16695,SELLER_2423,32.99,16.11
333,333,ORDER_71898,1,PRODUCT_03137,SELLER_1406,89.9,17.07
334,334,ORDER_49481,1,PRODUCT_15348,SELLER_0146,173.0,14.96
335,335,ORDER_36432,1,PRODUCT_28419,SELLER_0102,44.9,16.11
336,336,ORDER_55979,1,PRODUCT_28697,SELLER_0417,49.9,13.37
337,337,ORDER_39290,1,PRODUCT_23787,SELLER_0150,54.99,21.18
338,338,ORDER_38406,1,PRODUCT_12461,SELLER_1729,66.99,22.97
339,339,ORDER_47856,1,PRODUCT_12790,SELLER_1275,84.99,16.35
340,340,ORDER_60942,1,PRODUCT_25544,SELLER_1792,34.99,9.34
341,341,ORDER_60942,2,PRODUCT_25544,SELLER_1792,34.99,9.34
342,342,ORDER_60942,3,PRODUCT_25544,SELLER_1792,34.99,9.34
343,343,ORDER_60942,4,PRODUCT_25544,SELLER_1792,34.99,9.34
344,344,ORDER_68209,1,PRODUCT_01869,SELLER_1026,38.4,9.27
345,345,ORDER_02608,1,PRODUCT_29415,SELLER_2138,69.0,17.22
346,346,ORDER_26718,1,PRODUCT_12090,SELLER_0709,134.9,21.43
