iter	MAE
127	47.56569307
128	47.56159492
129	47.55154965
130	47.54901734
131	47.54714482
132	47.5457399
133	47.53623617
134	47.53396387
135	47.53175284
136	47.52869472
137	47.52385311
138	47.50339291
139	47.4985485
140	47.49526898
141	47.49282538
142	47.49279293
143	47.4896684
144	47.48623268
145	47.45792788
146	47.44179846
147	47.44043381
148	47.43944868
149	47.43766961
150	47.43621104
151	47.43452553
152	47.43103414
153	47.42890276
154	47.42851088
155	47.42780188
156	47.42726673
157	47.42686268
158	47.42656001
159	47.42633448
160	47.42596138
161	47.42491693
162	47.42478965
163	47.4241943
164	47.42405911
165	47.42397858
166	47.42391673
167	47.42386957
168	47.42191326
169	47.4218791
170	47.42185293
171	47.42169849
172	47.42168044
173	47.42166708
174	47.42165732
175	47.42165049
176	47.42154238
177	47.42153571
178	47.42153104
179	47.42152746
180	47.42152462
181	47.42152239
182	47.42143276
183	47.42142762
184	47.42142383
185	47.42142107
186	47.42141893
187	47.42141748
188	47.42141666
189	47.42133535
190	47.42133127
191	47.42132817
192	47.42132598
193	47.42132448
194	47.42125598
195	47.4211833
196	47.42112974
197	47.42108828
198	47.42099629
199	47.42092915
200	47.42087864
201	47.42084145
202	47.4208126
203	47.4207919
204	47.42077913
205	47.42076782
206	47.42075913
207	47.42071582
208	47.42067509
209	47.42045459
210	47.42042032
211	47.42039394
212	47.4203788
213	47.42020753
214	47.42018556
215	47.42016925
216	47.42015321
217	47.42014621
218	47.42011097
219	47.42008337
220	47.420076
221	47.4200704
222	47.41991966
223	47.41990936
224	47.41988239
225	47.41976859
226	47.41974381
227	47.41972552
228	47.41971162
229	47.41970371
230	47.41969483
231	47.41968787
232	47.41968241
233	47.41967935
234	47.41967532
235	47.41967322
236	47.41967174
237	47.41966821
238	47.41966537
239	47.41966303
240	47.41966104
241	47.41965933
242	47.41965783
243	47.4196559
244	47.41965425
245	47.41965287
246	47.41965097
247	47.41964935
248	47.41964804
249	47.41964622
250	47.41964466
251	47.41964337
252	47.41964198
253	47.41964078
254	47.41963952
255	47.41963803
256	47.41963675
257	47.41963565
258	47.41963435
259	47.41963292
260	47.4196317
261	47.41963044
262	47.41962919
263	47.41962826
264	47.41962702
265	47.419626
266	47.41962473
267	47.41962367
268	47.41962276
269	47.41962198
270	47.41962074
271	47.4196199
272	47.41961918
273	47.41961797
274	47.41961705
275	47.41961626
276	47.41961508
277	47.41961411
278	47.41961336
279	47.4196122
280	47.41961126
281	47.41961053
282	47.41960994
283	47.41957447
284	47.41954608
285	47.41954422
286	47.41954309
287	47.41954196
288	47.41951609
289	47.41951465
290	47.41949102
291	47.41947379
292	47.4194709
293	47.41945607
294	47.41931161
295	47.41930487
296	47.41929323
297	47.41928697
298	47.41918121
299	47.41917075
300	47.41916219
301	47.41901703
302	47.41897225
303	47.41893807
304	47.41891212
305	47.41390052
306	47.41366246
307	47.41304366
308	47.38825874
309	47.38747025
310	47.3873297
311	47.38334179
312	47.38302478
313	47.38279349
314	47.38262318
315	47.38210037
316	47.38210036
317	47.36490752
318	47.3636888
319	47.3636888
320	47.3636888
321	47.36128234
322	47.35905336
323	47.35889189
324	47.35678571
325	47.35587856
326	47.35567045
327	47.35567045
328	47.35298295
329	47.35211811
330	47.35204151
331	47.35202936
332	47.30277998
333	47.28150169
334	47.27859165
335	47.27592702
336	47.27189048
337	47.26248449
338	47.2519766
339	47.25134973
340	47.24774752
341	47.23300552
342	47.22899037
343	47.20349555
344	47.20080966
345	47.19981463
346	47.19678071
347	47.19538936
348	47.16886476
349	47.12933552
350	47.11784507
351	47.10011726
352	47.10002962
353	47.09916347
354	47.09915531
355	47.09868077
356	47.09857846
357	47.09857581
358	47.09816487
359	47.09666488
360	47.09490846
361	47.09363842
362	47.09128593
363	47.08820818
364	47.08331338
365	47.0832912
366	47.07593594
367	47.07593338
368	47.07593339
369	47.07491816
370	47.07401125
371	47.06794761
372	47.06751908
373	47.06751585
374	47.06659306
375	47.06475991
376	47.06475404
377	47.06334462
378	47.06321535
379	47.06311779
380	47.06302682
381	47.06301347
382	47.01733999
383	47.0168093
384	47.01671465
385	47.01392849
386	47.01385637
387	46.95850556
388	46.9484534
389	46.94364236
390	46.93895039
391	46.93020693
392	46.92210938
393	46.92047222
394	46.92039524
395	46.91809099
396	46.91506026
397	46.91136055
398	46.88164834
399	46.86991628
400	46.86044894
401	46.85843842
402	46.8421176
403	46.83062918
404	46.81070095
405	46.80682905
406	46.79604261
407	46.79178263
408	46.78549111
409	46.78317253
410	46.78159567
411	46.77336764
412	46.76686646
413	46.76495881
414	46.75967238
415	46.75393864
416	46.75328493
417	46.75085749
418	46.73582528
419	46.73423087
420	46.73154485
421	46.73015699
422	46.71876381
423	46.71820619
424	46.71803969
425	46.71752919
426	46.71509579
427	46.71464098
428	46.71359409
429	46.71281038
430	46.71226196
431	46.71098829
432	46.71094565
433	46.71090053
434	46.71080394
435	46.70685203
436	46.70656762
437	46.70646887
438	46.70509458
439	46.69877542
440	46.69409218
441	46.69072496
442	46.68828515
443	46.68645664
444	46.68512308
445	46.68413402
446	46.68339468
447	46.68284482
448	46.68242602
449	46.68212344
450	46.68190896
451	46.68174049
452	46.68160721
453	46.68150939
454	46.68143912
455	46.68139058
456	46.68135315
457	46.68132461
458	46.68130217
459	46.68128451
460	46.68127018
461	46.68125879
462	46.68124923
463	46.68124116
464	46.68123512
465	46.6812312
466	46.68122824
467	46.68122576
468	46.68122389
469	46.6812225
470	46.68122132
471	46.68122055
472	46.68121995
473	46.68121943
474	46.68121898
475	46.6812186
476	46.67836919
477	46.67834607
478	46.67832929
479	46.67831771
480	46.67831036
481	46.67830481
482	46.67830012
483	46.67829611
484	46.67829335
485	46.67829134
486	46.67828962
487	46.67828814
488	46.67828736
489	46.67828689
490	46.67828649
491	46.67828615
492	46.67823948
493	46.67823894
494	46.67823854
495	46.67823822
496	46.67823795
497	46.67823772
498	46.67823752
499	46.67823735
500	46.67823722
501	46.67823712
502	46.67823704
503	46.67823697
504	46.67823691
505	46.67823686
506	46.67820039
507	46.6781998
508	46.67819931
509	46.67819891
510	46.67819858
511	46.6781983
512	46.67819806
513	46.67819785
514	46.67819768
515	46.67819754
516	46.67819741
517	46.67817216
518	46.67817149
519	46.678171
520	46.67817063
521	46.67817034
522	46.67817012
523	46.67816992
524	46.67816977
525	46.67816964
526	46.67816953
527	46.67816944
528	46.67816936
529	46.67816929
530	46.67816923
531	46.67590935
532	46.67589558
533	46.67588566
534	46.67587844
535	46.67587295
536	46.67586851
537	46.6758647
538	46.67586149
539	46.675859
540	46.67585686
541	46.67585504
542	46.67585358
543	46.67585286
544	46.67585229
545	46.67585181
546	46.6758514
547	46.67585104
548	46.67585075
549	46.67585058
550	46.6758505
551	46.67585043
552	46.67584993
553	46.6758499
554	46.67584989
555	46.67584876
556	46.67584872
557	46.67584564
558	46.67584554
559	46.67574857
560	46.67574811
561	46.67574778
562	46.67574715
563	46.67574697
564	46.67572496
565	46.67572412
566	46.67570382
567	46.67570246
568	46.67570153
569	46.67570057
570	46.67569988
571	46.67398369
572	46.67398312
573	46.67398265
574	46.67398229
575	46.673982
576	46.67398177
577	46.67389479
578	46.67387072
579	46.67386893
580	46.6738677
581	46.67384827
582	46.67383309
583	46.67383097
584	46.67382928
585	46.67382508
586	46.67382413
587	46.6738213
588	46.67261488
589	46.67256596
590	46.67252828
591	46.67250274
592	46.6724837
593	46.67246921
594	46.67245773
595	46.67244892
596	46.67244202
597	46.67243692
598	46.67243318
599	46.67243106
600	46.67242925
601	46.67242774
602	46.67242676
603	46.67242596
604	46.67242529
605	46.67242471
606	46.67242421
607	46.67242379
608	46.67242348
609	46.67242321
610	46.67242303
611	46.67242293
612	46.67242284
613	46.6724224
614	46.67242238
615	46.67242236
616	46.67242232
617	46.67242231
618	46.67225971
619	46.67225938
620	46.67225795
621	46.67225758
622	46.67210391
623	46.67197875
624	46.67187832
625	46.67187426
626	46.67187137
627	46.67186951
628	46.67186792
629	46.6718668
630	46.67186578
631	46.67186514
632	46.6718645
633	46.67174868
634	46.67174674
635	46.67169943
636	46.67169608
637	46.6716936
638	46.67169158
639	46.67168994
640	46.67168888
641	46.67168797
642	46.67168741
643	46.67168689
644	46.67168648
645	46.67168615
646	46.67168594
647	46.67168577
648	46.67153734
649	46.67153676
650	46.67153628
651	46.67153613
652	46.67153602
653	46.67038418
654	46.67038317
655	46.67038255
656	46.67038196
657	46.67038149
658	46.66928124
659	46.66925287
660	46.66908301
661	46.6690406
662	46.66842612
663	46.66840689
664	46.66716859
665	46.66700375
666	46.6669917
667	46.66676356
668	46.66669647
669	46.66655434
670	46.66639792
671	46.66634232
672	46.66624474
673	46.66615468
674	46.66615116
675	46.66615115
676	46.66614443
677	46.66610228
678	46.66541655
679	46.66472833
680	46.66472833
681	46.6647272
682	46.6647272
683	46.66472368
684	46.66472083
685	46.66471644
686	46.6647138
687	46.66458548
688	46.66457753
689	46.66449484
690	46.6485397
691	46.6485397
692	46.6485397
693	46.64821895
694	46.6476683
695	46.64717482
696	46.64708139
697	46.6470284
698	46.64558146
699	46.64491711
700	46.64433475
701	46.64338565
702	46.64325014
703	46.64235327
704	46.64235214
705	46.64235214
706	46.64235214
707	46.64203134
708	46.64203134
709	46.64203134
710	46.64203134
711	46.64203128
712	46.64203128
713	46.64191641
714	46.64191641
715	46.64191641
716	46.64174471
717	46.64174472
718	46.64146708
719	46.64146707
720	46.64145942
721	46.64143055
722	46.64142895
723	46.64124143
724	46.6412299
725	46.64122692
726	46.64122692
727	46.64122692
728	46.64122689
729	46.64112267
730	46.64112266
731	46.6410344
732	46.64098967
733	46.63727396
734	46.63727388
735	46.63558764
736	46.63400052
737	46.63355313
738	46.63306608
739	46.63231352
740	46.63205482
741	46.63201374
742	46.63150608
743	46.63044603
744	46.63044382
745	46.63042543
746	46.6303575
747	46.6303575
748	46.6303342
749	46.63031057
750	46.63030884
751	46.6303041
752	46.6303041
753	46.63027165
754	46.63027165
755	46.61847649
756	46.61847649
757	46.61847422
758	46.61847422
759	46.61661877
760	46.61603545
761	46.61382775
762	46.61373694
763	46.61293001
764	46.61276668
765	46.61276364
766	46.6127157
767	46.6120783
768	46.61132818
769	46.61055621
770	46.6083835
771	46.60787876
772	46.60647981
773	46.60647953
774	46.6064101
775	46.6064101
776	46.60636134
777	46.60632468
778	46.6062974
779	46.60627717
780	46.60626185
781	46.6062513
782	46.60624371
783	46.60623771
784	46.6062331
785	46.60622915
786	46.60622654
787	46.60622493
788	46.6062238
789	46.60622287
790	46.60622219
791	46.60622169
792	46.60622132
793	46.60622035
794	46.60619295
795	46.60619262
796	46.60619233
797	46.60619206
798	46.60613948
799	46.60613927
800	46.60613914
801	46.60613897
802	46.60613888
803	46.6061388
804	46.60613875
805	46.6061387
806	46.60613866
807	46.6061376
808	46.6061375
809	46.60612879
810	46.60609924
811	46.60609901
812	46.60609884
813	46.60609855
814	46.60609831
815	46.60609816
816	46.60609803
817	46.60609796
818	46.60607282
819	46.60607282
820	46.60603776
821	46.60603774
822	46.60603773
823	46.60603773
824	46.60603771
825	46.60603769
826	46.60603768
827	46.60601926
828	46.60601909
829	46.60601903
830	46.60601893
831	46.60601893
832	46.60601886
833	46.6060188
834	46.60601876
835	46.60601873
836	46.60601683
837	46.60601672
838	46.60601662
839	46.60601654
840	46.60601566
841	46.60601565
842	46.60601554
843	46.60600927
844	46.60600898
845	46.60600874
846	46.60600853
847	46.605985
848	46.60598498
849	46.60598483
850	46.60598469
851	46.60598457
852	46.60598448
853	46.60598439
854	46.60598432
855	46.60598425
856	46.6059842
857	46.60598415
858	46.60598411
859	46.6059841
860	46.60598407
861	46.60596453
862	46.6059645
863	46.60596449
864	46.60596446
865	46.60589858
866	46.6058969
867	46.60589553
868	46.60589436
869	46.60589337
870	46.60589284
871	46.60589244
872	46.60589209
873	46.6058918
874	46.60589154
875	46.60589132
876	46.60589113
877	46.60588953
878	46.60588928
879	46.60588907
880	46.60588847
881	46.60588618
882	46.60588584
883	46.60588555
884	46.60582144
885	46.60582055
886	46.6058198
887	46.60581921
888	46.60581872
889	46.6058183
890	46.60581796
891	46.60581768
892	46.60581746
893	46.60581285
894	46.6058124
895	46.60581204
896	46.60581175
897	46.60581152
898	46.60581133
899	46.60581117
900	46.60581102
901	46.6058109
902	46.6058108
903	46.60581071
904	46.60563104
905	46.60563027
906	46.60562966
907	46.60562913
908	46.60562868
909	46.60562837
910	46.60562815
911	46.60562798
912	46.60562783
913	46.6056277
914	46.60562137
915	46.60562104
916	46.60562076
917	46.60560855
918	46.60560841
919	46.60560829
920	46.60552254
921	46.60552246
922	46.60552241
923	46.60552229
924	46.6055222
925	46.60552213
926	46.60552206
927	46.605522
928	46.60551858
929	46.60551855
930	46.60551853
931	46.60551851
932	46.6055185
933	46.60551848
934	46.60551847
935	46.60551847
936	46.60551846
937	46.60551846
938	46.60551845
939	46.60551688
940	46.60551685
941	46.60551683
942	46.6055168
943	46.60550914
944	46.60550897
945	46.60543667
946	46.60543628
947	46.60541881
948	46.60541881
949	46.60541881
950	46.60541881
951	46.60541846
952	46.60541817
953	46.60541792
954	46.60541776
955	46.60541769
956	46.60541581
957	46.60541574
958	46.60541451
959	46.60541445
960	46.60541441
961	46.60541437
962	46.60541435
963	46.60541432
964	46.60541432
965	46.6054143
966	46.60541428
967	46.60541427
968	46.60539821
969	46.60539799
970	46.60537708
971	46.6053767
972	46.6053766
973	46.60537654
974	46.60537624
975	46.60537599
976	46.60537583
977	46.60537572
978	46.60537563
979	46.60537554
980	46.60537547
981	46.60537544
982	46.6053391
983	46.60533867
984	46.60533836
985	46.60533813
986	46.60533793
987	46.60533793
988	46.60533777
989	46.60533765
990	46.60533756
991	46.60533749
992	46.60533747
993	46.60533746
994	46.60533744
995	46.60533743
996	46.60533743
997	46.60533176
998	46.60533175
999	46.60533174
1000	46.6053043
1001	46.60530425
1002	46.60530424
1003	46.6053042
1004	46.60530417
1005	46.60530414
1006	46.60528162
1007	46.60528124
1008	46.60528093
1009	46.6052607
1010	46.60526046
1011	46.60526046
1012	46.60526029
1013	46.60526004
1014	46.60525988
1015	46.60523585
1016	46.60523576
1017	46.60523569
1018	46.60523563
1019	46.60523551
1020	46.60523541
1021	46.60523532
1022	46.6051783
1023	46.60517794
1024	46.60517776
1025	46.60517762
1026	46.60517751
1027	46.60517742
1028	46.60517736
1029	46.60517731
1030	46.60517729
1031	46.60517728
1032	46.60517032
1033	46.60517023
1034	46.60517022
1035	46.60517021
1036	46.60517019
1037	46.60517019
1038	46.60517018
1039	46.60517017
1040	46.60517017
1041	46.60517016
1042	46.60517016
1043	46.60512495
1044	46.60512384
1045	46.605123
1046	46.60512234
1047	46.60512179
1048	46.60512089
1049	46.60512041
1050	46.60512001
1051	46.60511971
1052	46.6051195
1053	46.60511935
1054	46.60511923
1055	46.60511913
1056	46.60511334
1057	46.6051133
1058	46.60511321
1059	46.60511314
1060	46.60508845
1061	46.60508843
1062	46.60508833
1063	46.60508736
1064	46.60508732
1065	46.60508717
1066	46.60508705
1067	46.60508695
1068	46.60508687
1069	46.60508661
1070	46.6050206
1071	46.60502044
1072	46.60502033
1073	46.60502024
1074	46.60502017
1075	46.60502011
1076	46.60502008
1077	46.60500493
1078	46.6050049
1079	46.60500488
1080	46.60500488
1081	46.60500487
1082	46.60500486
1083	46.60500485
1084	46.60500484
1085	46.60500483
1086	46.60500483
1087	46.60500482
1088	46.6049889
1089	46.6049827
1090	46.6049749
1091	46.6049712
1092	46.60496569
1093	46.60496337
1094	46.60496334
1095	46.6049596
1096	46.60495804
1097	46.60477942
1098	46.6047544
1099	46.6047544
1100	46.60475019
1101	46.60474733
1102	46.60474732
1103	46.60430128
1104	46.60429765
1105	46.60429609
1106	46.60429608
1107	46.60429529
1108	46.60429205
1109	46.60429117
1110	46.60429092
1111	46.60428678
1112	46.60416147
1113	46.6041613
1114	46.60416102
1115	46.60415787
1116	46.60415602
1117	46.60415455
1118	46.60405845
1119	46.60399102
1120	46.60393945
1121	46.60390152
1122	46.60390123
1123	46.6039011
1124	46.60390109
1125	46.60390098
1126	46.60390097
1127	46.60390088
1128	46.60389485
1129	46.60376826
1130	46.60376814
1131	46.57636865
1132	46.41931926
1133	46.41496539
1134	46.41496539
1135	46.41496539
1136	46.41496375
1137	46.41458517
1138	46.38231022
1139	46.38228563
1140	46.3822841
1141	46.38227853
1142	46.38227764
1143	46.38227683
1144	46.38226869
1145	46.38181024
1146	46.38158384
1147	46.38142051
1148	46.38033688
1149	46.38027521
1150	46.38024916
1151	46.38023387
1152	46.38000692
1153	46.37998922
1154	46.37983242
1155	46.37971871
1156	46.37970454
1157	46.37969796
1158	46.379694
1159	46.37969387
1160	46.37967505
1161	46.37967505
1162	46.37966094
1163	46.37966092
1164	46.37965828
1165	46.34681118
1166	46.34681118
1167	46.34282652
1168	46.34282652
1169	46.34265287
1170	46.34230911
1171	46.34220942
1172	46.3420887
1173	46.34164556
1174	46.34123247
1175	46.34120016
1176	46.3411476
1177	46.34096102
1178	46.34095777
1179	46.34094612
1180	46.34094584
1181	46.34087699
1182	46.34067219
1183	46.34030544
1184	46.34016155
1185	46.33975651
1186	46.33975651
1187	46.33975651
1188	46.3397565
1189	46.33975642
1190	46.33963361
1191	46.33963361
1192	46.3396336
1193	46.33924394
1194	46.33740451
1195	46.33738909
1196	46.33622162
1197	46.33622136
1198	46.33621977
1199	46.33619429
1200	46.33619385
1201	46.33619326
1202	46.33619024
1203	46.33599067
1204	46.33599064
1205	46.33599064
1206	46.33599064
1207	46.33599063
1208	46.33570031
1209	46.33565774
1210	46.33565485
1211	46.33565457
1212	46.33565191
1213	46.33559887
1214	46.33559886
1215	46.33559884
1216	46.3349978
1217	46.33499437
1218	46.3341579
1219	46.33415781
1220	46.33396322
1221	46.33389424
1222	46.33324405
1223	46.33321745
1224	46.33318963
1225	46.33318694
1226	46.33311746
1227	46.3329167
1228	46.33287284
1229	46.33276459
1230	46.33269751
1231	46.33264676
1232	46.33250147
1233	46.33247689
1234	46.33246843
1235	46.3323937
1236	46.33239369
1237	46.3323763
1238	46.33237628
1239	46.33237628
1240	46.33237628
1241	46.33237608
1242	46.33237596
1243	46.33085912
1244	46.31056952
1245	46.30959397
1246	46.30755734
1247	46.20940403
1248	46.19580735
1249	46.18650276
1250	46.17164386
1251	46.17076868
1252	46.16862871
1253	46.16862781
1254	46.16363459
1255	46.16218608
1256	46.16218607
1257	46.16218606
1258	46.16218605
1259	46.16218588
1260	46.16218567
1261	46.16218567
1262	46.16218562
1263	46.16218562
1264	46.16218562
1265	46.16218562
1266	46.16218556
1267	46.16213992
1268	46.16209925
1269	46.16205317
1270	46.16205301
1271	46.16200218
1272	46.16200214
1273	46.16200214
1274	46.16192819
1275	46.16192819
1276	46.16191689
1277	46.13604731
1278	46.13604703
1279	46.13604418
1280	46.1360439
1281	46.13594435
1282	46.13171453
1283	46.13171343
1284	46.13166879
1285	46.12290027
1286	46.09716357
1287	45.9905157
1288	45.97394706
1289	45.83404327
1290	45.78401661
1291	45.76815754
1292	45.76815754
1293	45.76815754
1294	45.76815754
1295	45.76255723
1296	45.76154915
1297	45.75923212
1298	45.70244809
1299	45.66504409
1300	45.66427802
1301	45.61750378
1302	45.61749063
1303	45.61742203
1304	45.61742139
1305	45.61740339
1306	45.60117537
1307	45.60116633
1308	45.5843568
1309	45.58300231
1310	45.58279765
1311	45.5826068
1312	45.58248383
1313	45.56423081
1314	45.5642308
1315	45.5642308
1316	45.56423079
1317	45.56422637
1318	45.56422637
1319	45.56422438
1320	45.56419817
1321	45.55878379
1322	45.55877862
1323	45.55877857
1324	45.55877779
1325	45.55877706
1326	45.55877705
1327	45.55871915
1328	45.55870993
1329	45.55869063
1330	45.55407713
1331	45.55386274
1332	45.55385537
1333	45.55385256
1334	45.55234487
1335	45.55079641
1336	45.54741165
1337	45.54733188
1338	45.54657529
1339	45.54655105
1340	45.54650705
1341	45.54625533
1342	45.54586107
1343	45.545846
1344	45.54584598
1345	45.54584597
1346	45.54584567
1347	45.54466198
1348	45.54466198
1349	45.5446616
1350	45.5446616
1351	45.5446616
1352	45.5446616
1353	45.54466159
1354	45.54466159
1355	45.54466159
1356	45.54466156
1357	45.54466156
1358	45.54466082
1359	45.5042682
1360	45.5042681
1361	45.50426804
1362	45.49671932
1363	45.48571013
1364	45.48569104
1365	45.48563123
1366	45.48557076
1367	45.48557076
1368	45.48557069
1369	45.485567
1370	45.48556612
1371	45.48505896
1372	45.48505895
1373	45.48505831
1374	45.48505788
1375	45.48462219
1376	45.43888701
1377	45.40237245
1378	45.40236994
1379	45.40181137
1380	45.40181137
1381	45.40181133
1382	45.40181132
1383	45.40177619
1384	45.40177543
1385	45.40177543
1386	45.40177543
1387	45.40177319
1388	45.36771317
1389	45.32565645
1390	45.29446187
1391	45.2521494
1392	45.25178766
1393	45.24554042
1394	45.24116637
1395	45.23870347
1396	45.23867284
1397	45.21268093
1398	45.20149793
1399	45.16093876
1400	45.16093282
1401	45.11308936
1402	45.10503086
1403	45.05096429
1404	45.01579716
1405	44.98890567
1406	44.97134149
1407	44.95796133
1408	44.92161795
1409	44.8874396
1410	44.87116631
1411	44.81631365
1412	44.77256044
1413	44.77253794
1414	44.7718911
1415	44.77112597
1416	44.76312057
1417	44.76131973
1418	44.76078101
1419	44.64382181
1420	44.53727354
1421	44.50796916
1422	44.5079555
1423	44.49801793
1424	44.47991648
1425	44.43838799
1426	44.42148712
1427	44.41710743
1428	44.41688979
1429	44.4153425
1430	44.41485648
1431	44.41278385
1432	44.4121376
1433	44.41117917
1434	44.41007471
1435	44.37599889
1436	44.32754734
1437	44.31131583
1438	44.31131529
1439	44.31131529
1440	44.31131362
1441	44.28002566
1442	44.28002446
1443	44.27935301
1444	44.27935297
1445	44.27935295
1446	44.27927251
1447	44.27893836
1448	44.25435493
1449	44.25216976
1450	44.25216973
1451	44.25216812
1452	44.2521671
1453	44.25183955
1454	44.24904787
1455	44.24816272
1456	44.24807663
1457	44.24803133
1458	44.24799124
1459	44.2474593
1460	44.24745906
1461	44.24745868
1462	44.24745866
1463	44.24745862
1464	44.24745851
1465	44.24745839
1466	44.24745838
1467	44.24745836
1468	44.24745835
1469	44.24745817
1470	44.24737249
1471	44.24731739
1472	44.21601514
1473	44.19922506
1474	44.19410429
1475	44.18379395
1476	44.18151991
1477	44.15861304
1478	44.15813432
1479	44.15796736
1480	44.15771712
1481	44.1230904
1482	44.09573931
1483	44.09573916
1484	44.0919941
1485	44.07953832
1486	44.00295394
1487	43.96387261
1488	43.96381139
1489	43.9323963
1490	43.93239546
1491	43.91875745
1492	43.89050854
1493	43.8905027
1494	43.89048641
1495	43.89048641
1496	43.87378177
1497	43.84903902
1498	43.8488725
1499	43.84479697
1500	43.80836566
1501	43.75343119
1502	43.73961872
1503	43.73842316
1504	43.73641975
1505	43.73254284
1506	43.72959121
1507	43.71365626
1508	43.70150698
1509	43.70142874
1510	43.70047046
1511	43.69853017
1512	43.69001816
1513	43.6542868
1514	43.65252323
1515	43.6504047
1516	43.65019818
1517	43.65009829
1518	43.64924301
1519	43.58116732
1520	43.54363012
1521	43.50833805
1522	43.49630886
1523	43.49629222
1524	43.4588236
1525	43.45874238
1526	43.45851696
1527	43.45424559
1528	43.44595753
1529	43.43089206
1530	43.43088976
1531	43.42335176
1532	43.42320208
1533	43.41784976
1534	43.41781336
1535	43.41780724
1536	43.41627499
1537	43.41600956
1538	43.41181846
1539	43.40158546
1540	43.39859703
1541	43.39642269
1542	43.39498512
1543	43.35807532
1544	43.35765986
1545	43.32968352
1546	43.31941201
1547	43.3190879
1548	43.31231946
1549	43.29810697
1550	43.29096107
1551	43.2909582
1552	43.29094904
1553	43.29094732
1554	43.29075455
1555	43.29075369
1556	43.2894765
1557	43.28468298
1558	43.28455309
1559	43.25622162
1560	43.24094411
1561	43.23783536
1562	43.23754206
1563	43.23716617
1564	43.23566272
1565	43.23553671
1566	43.23547402
1567	43.23545664
1568	43.23535425
1569	43.23527867
1570	43.23523153
1571	43.23480273
1572	43.23460323
1573	43.23434287
1574	43.23362824
1575	43.23346207
1576	43.23342542
1577	43.23338589
1578	43.2333344
1579	43.23271053
1580	43.23269626
1581	43.23262762
1582	43.23173938
1583	43.23103156
1584	43.23077775
1585	43.23048231
1586	43.230348
1587	43.22135379
1588	43.22083559
1589	43.22071956
1590	43.22050798
1591	43.22008852
1592	43.21990194
1593	43.21989245
1594	43.18731447
1595	43.16196289
1596	43.16162739
1597	43.16136362
1598	43.16129278
1599	43.16100454
1600	43.13967291
1601	43.13963016
1602	43.13907851
1603	43.13273833
1604	43.12529599
1605	43.12028613
1606	43.11702391
1607	43.11692343
1608	43.11530144
1609	43.11158957
1610	43.08125374
1611	43.07552923
1612	43.06715718
1613	43.06684411
1614	43.06273276
1615	43.06148218
1616	43.03406196
1617	43.03379135
1618	43.03379095
1619	43.0337897
1620	43.03230701
1621	43.03181127
1622	43.02814413
1623	43.02509505
1624	43.01998073
1625	43.01259616
1626	43.01064478
1627	43.01063147
1628	43.01049875
1629	43.01045639
1630	43.01044762
1631	43.01031048
1632	43.00920932
1633	43.00910298
1634	43.00905501
1635	43.00896524
1636	43.00881939
1637	42.99021076
1638	42.98816883
1639	42.88752711
1640	42.86648346
1641	42.86550419
1642	42.86535651
1643	42.86525806
1644	42.86518495
1645	42.86518425
1646	42.86518419
1647	42.86518415
1648	42.86517629
1649	42.86338798
1650	42.86321265
1651	42.86055017
1652	42.8598378
1653	42.85816094
1654	42.85540103
1655	42.85464359
1656	42.85381914
1657	42.8524635
1658	42.85165669
1659	42.84905354
1660	42.83831317
1661	42.83803408
1662	42.83792799
1663	42.78263975
1664	42.78198984
1665	42.78198981
